s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_00","Temp_01","Temp_02","Temp_03","Temp_04","Temp_05","Temp_06","Temp_07","Temp_08","Temp_09","Temp_10","Temp_11","Temp_12","Temp_13","Temp_15","Temp_18","Temp_19","Temp_21","Temp_24","Temp_25","Temp_27","Temp_30","Temp_31","Temp_32","Temp_33","Temp_36","Temp_37","Temp_39","Temp_42","Temp_43","Temp_44","Temp_45","Temp_46","Temp_47","Temp_48","Temp_49","Temp_50","Temp_51","Temp_52","Temp_53","Temp_14","Temp_16","Temp_17","Temp_20","Temp_22","Temp_23","Temp_26","Temp_28","Temp_29","Temp_34","Temp_35","Temp_38","Temp_40","Temp_41","Temp_54","Temp_55"
 1.3507677E+001, 2.1373581E+001, 2.1982367E+001, 2.1996128E+001, 2.2066321E+001, 2.1992570E+001, 2.4433391E+001, 2.1976955E+001, 2.1972307E+001, 2.1974401E+001, 2.1895836E+001, 2.1945478E+001, 2.2511739E+001, 2.1995770E+001, 2.1903356E+001, 2.1348762E+001, 2.1995902E+001, 2.1349817E+001, 2.2545630E+001, 2.1747613E+001, 2.1935450E+001, 2.2031096E+001, 2.0994217E+001, 3.4273231E+001, 2.1692807E+001, 2.7485757E+001, 2.1524633E+001, 3.0487388E+001, 4.0542316E+001, 2.1659589E+001, 9.0365844E+001, 2.1834545E+001, 3.0664877E+001, 2.1850176E+001, 2.1908115E+001, 2.1384767E+001, 1.5774116E+001, 2.4860968E+001, 1.0768004E+003, 2.1967994E+001, 2.1856280E+001, 2.1957883E+001, 2.1881702E+001, 2.1932358E+001, 2.1838084E+001, 2.1991102E+001, 2.1952138E+001, 2.1714699E+001, 2.2000720E+001, 2.1942857E+001, 3.2868476E+001, 2.1799745E+001, 2.0426033E+001, 2.2002637E+001, 2.1993144E+001, 2.2000237E+001, 2.4309785E+001
 1.3811173E+001, 2.1414065E+001, 2.1982440E+001, 2.1996088E+001, 2.2067045E+001, 2.1989991E+001, 2.4829157E+001, 2.1977786E+001, 2.1970226E+001, 2.1977315E+001, 2.1895244E+001, 2.1946373E+001, 2.2539874E+001, 2.1996055E+001, 2.1901161E+001, 2.1359154E+001, 2.1995975E+001, 2.1066103E+001, 2.2740827E+001, 2.1738419E+001, 2.1949038E+001, 2.1986608E+001, 2.1157709E+001, 3.4465205E+001, 2.1734367E+001, 2.8509275E+001, 2.1548924E+001, 2.9701219E+001, 4.2910473E+001, 2.1721545E+001, 8.1027972E+001, 2.1859384E+001, 2.9639013E+001, 2.1844292E+001, 2.1905193E+001, 2.1513412E+001, 1.5690749E+001, 2.4981772E+001, 1.0784934E+003, 2.1968327E+001, 2.1852298E+001, 2.1954904E+001, 2.1879507E+001, 2.1930467E+001, 2.1830889E+001, 2.1991111E+001, 2.1952290E+001, 2.1715935E+001, 2.2000698E+001, 2.1942055E+001, 3.2864573E+001, 2.1801171E+001, 2.0337121E+001, 2.2002813E+001, 2.1993390E+001, 2.2000509E+001, 2.4691161E+001
 1.4136875E+001, 2.1460227E+001, 2.1982584E+001, 2.1996097E+001, 2.2065061E+001, 2.1987979E+001, 2.5165074E+001, 2.1978635E+001, 2.1968757E+001, 2.1979837E+001, 2.1894801E+001, 2.1950498E+001, 2.2562594E+001, 2.1996388E+001, 2.1887082E+001, 2.1373852E+001, 2.1996046E+001, 2.0817881E+001, 2.2829112E+001, 2.1730199E+001, 2.1955519E+001, 2.1933578E+001, 2.1336622E+001, 3.4293369E+001, 2.1800955E+001, 3.0276694E+001, 2.1570454E+001, 2.9961519E+001, 4.7537143E+001, 2.1794186E+001, 7.3748413E+001, 2.1882471E+001, 2.9532475E+001, 2.1839873E+001, 2.1902495E+001, 2.1670409E+001, 1.5453477E+001, 2.5097654E+001, 1.0781156E+003, 2.1968904E+001, 2.1849185E+001, 2.1952104E+001, 2.1879503E+001, 2.1928654E+001, 2.1827264E+001, 2.1991262E+001, 2.1952549E+001, 2.1717952E+001, 2.2000664E+001, 2.1942155E+001, 3.2922251E+001, 2.1804104E+001, 1.9814958E+001, 2.2003083E+001, 2.1993778E+001, 2.2000902E+001, 2.5126652E+001
 1.4447107E+001, 2.1508855E+001, 2.1982771E+001, 2.1996150E+001, 2.2061058E+001, 2.1986963E+001, 2.5423565E+001, 2.1979359E+001, 2.1967062E+001, 2.1980663E+001, 2.1894887E+001, 2.1957901E+001, 2.2572025E+001, 2.1996738E+001, 2.1833935E+001, 2.1393310E+001, 2.1996105E+001, 2.0744544E+001, 2.2853727E+001, 2.1727019E+001, 2.1944390E+001, 2.1890641E+001, 2.1517673E+001, 3.3189582E+001, 2.1887040E+001, 3.1857028E+001, 2.1605594E+001, 3.0888071E+001, 5.3143401E+001, 2.1880854E+001, 7.2039412E+001, 2.1897549E+001, 2.8846817E+001, 2.1836848E+001, 2.1900159E+001, 2.1839751E+001, 1.5097771E+001, 2.5195389E+001, 1.0764393E+003, 2.1969780E+001, 2.1847014E+001, 2.1949789E+001, 2.1881292E+001, 2.1926630E+001, 2.1826362E+001, 2.1991601E+001, 2.1952917E+001, 2.1721449E+001, 2.2000618E+001, 2.1942233E+001, 3.3021213E+001, 2.1807917E+001, 1.8832751E+001, 2.2003441E+001, 2.1994331E+001, 2.2001438E+001, 2.5500056E+001
 1.4752534E+001, 2.1556670E+001, 2.1982968E+001, 2.1996233E+001, 2.2057670E+001, 2.1986576E+001, 2.5634221E+001, 2.1979945E+001, 2.1965273E+001, 2.1979767E+001, 2.1895450E+001, 2.1967755E+001, 2.2572589E+001, 2.1997087E+001, 2.1792093E+001, 2.1415803E+001, 2.1996162E+001, 2.0831801E+001, 2.2840445E+001, 2.1733256E+001, 2.1932514E+001, 2.1899773E+001, 2.1691946E+001, 3.1026469E+001, 2.1964849E+001, 3.2446909E+001, 2.1663382E+001, 3.2470292E+001, 5.7504836E+001, 2.1979018E+001, 7.1379068E+001, 2.1888822E+001, 2.9055707E+001, 2.1835135E+001, 2.1898121E+001, 2.2011902E+001, 1.4707103E+001, 2.5273884E+001, 1.0727122E+003, 2.1970912E+001, 2.1845757E+001, 2.1948201E+001, 2.1882399E+001, 2.1924695E+001, 2.1824199E+001, 2.1992093E+001, 2.1953384E+001, 2.1726563E+001, 2.2000564E+001, 2.1942396E+001, 3.3031767E+001, 2.1812687E+001, 1.7775503E+001, 2.2003863E+001, 2.1995095E+001, 2.2002125E+001, 2.5762598E+001
 1.5010934E+001, 2.1599763E+001, 2.1983164E+001, 2.1996317E+001, 2.2056786E+001, 2.1986675E+001, 2.5799545E+001, 2.1980046E+001, 2.1963574E+001, 2.1978437E+001, 2.1896239E+001, 2.1978120E+001, 2.2582081E+001, 2.1997429E+001, 2.1770830E+001, 2.1437698E+001, 2.1996232E+001, 2.0954165E+001, 2.2816763E+001, 2.1749146E+001, 2.1946401E+001, 2.1983352E+001, 2.1844410E+001, 2.8795497E+001, 2.2026788E+001, 3.2036531E+001, 2.1732902E+001, 3.6204694E+001, 5.8906319E+001, 2.2072558E+001, 6.8657337E+001, 2.1870921E+001, 3.1259643E+001, 2.1834621E+001, 2.1896387E+001, 2.2173910E+001, 1.4364871E+001, 2.5308145E+001, 1.0714874E+003, 2.1972170E+001, 2.1845627E+001, 2.1947274E+001, 2.1880993E+001, 2.1923339E+001, 2.1818567E+001, 2.1992640E+001, 2.1953905E+001, 2.1732506E+001, 2.2000506E+001, 2.1942755E+001, 3.2790786E+001, 2.1817976E+001, 1.7213121E+001, 2.2004295E+001, 2.1996059E+001, 2.2002922E+001, 2.5903960E+001
 1.5346352E+001, 2.1643459E+001, 2.1983426E+001, 2.1996408E+001, 2.2061092E+001, 2.1987284E+001, 2.5918611E+001, 2.1979889E+001, 2.1961863E+001, 2.1976984E+001, 2.1897067E+001, 2.1989208E+001, 2.2602225E+001, 2.1997849E+001, 2.1759217E+001, 2.1460892E+001, 2.1996348E+001, 2.1064814E+001, 2.2797970E+001, 2.1782357E+001, 2.1979348E+001, 2.2216942E+001, 2.1989626E+001, 2.7062760E+001, 2.2096444E+001, 3.1043855E+001, 2.1814852E+001, 4.3660994E+001, 5.8401318E+001, 2.2165863E+001, 6.4532546E+001, 2.1847761E+001, 3.4546936E+001, 2.1835599E+001, 2.1894751E+001, 2.2353093E+001, 1.4139222E+001, 2.5331691E+001, 1.0622380E+003, 2.1973734E+001, 2.1846513E+001, 2.1946713E+001, 2.1874499E+001, 2.1922686E+001, 2.1803901E+001, 2.1993287E+001, 2.1954566E+001, 2.1739683E+001, 2.2000438E+001, 2.1943292E+001, 3.2288543E+001, 2.1824428E+001, 1.7361865E+001, 2.2004781E+001, 2.1997484E+001, 2.2003986E+001, 2.5969332E+001
 1.5633854E+001, 2.1687882E+001, 2.1983803E+001, 2.1996499E+001, 2.2078007E+001, 2.1988420E+001, 2.5950749E+001, 2.1979376E+001, 2.1960598E+001, 2.1977887E+001, 2.1897741E+001, 2.2001528E+001, 2.2630328E+001, 2.1998404E+001, 2.1755719E+001, 2.1485310E+001, 2.1996536E+001, 2.1141480E+001, 2.2787328E+001, 2.1818437E+001, 2.2080867E+001, 2.2883904E+001, 2.2145448E+001, 2.6111357E+001, 2.2202388E+001, 3.0058113E+001, 2.1905068E+001, 4.8180439E+001, 5.6722508E+001, 2.2255052E+001, 5.9930338E+001, 2.1824492E+001, 3.8073422E+001, 2.1838810E+001, 2.1893370E+001, 2.2560715E+001, 1.3978079E+001, 2.5359059E+001, 1.0438167E+003, 2.1975600E+001, 2.1847596E+001, 2.1946265E+001, 2.1867358E+001, 2.1924352E+001, 2.1789268E+001, 2.1994006E+001, 2.1955402E+001, 2.1747735E+001, 2.2000361E+001, 2.1943936E+001, 3.1731590E+001, 2.1831616E+001, 1.7748972E+001, 2.2005317E+001, 2.1999560E+001, 2.2005391E+001, 2.6002353E+001
 1.5950105E+001, 2.1730202E+001, 2.1984313E+001, 2.1996582E+001, 2.2108685E+001, 2.1989887E+001, 2.5891109E+001, 2.1976258E+001, 2.1960531E+001, 2.1988576E+001, 2.1898382E+001, 2.2020734E+001, 2.2658944E+001, 2.1999111E+001, 2.1751316E+001, 2.1508282E+001, 2.1996795E+001, 2.1191975E+001, 2.2797722E+001, 2.1847890E+001, 2.2456676E+001, 2.3870181E+001, 2.2332857E+001, 2.6119914E+001, 2.2298324E+001, 2.9117207E+001, 2.1997546E+001, 4.8691239E+001, 5.4465695E+001, 2.2330141E+001, 5.6061646E+001, 2.1799369E+001, 3.9495395E+001, 2.1844699E+001, 2.1892496E+001, 2.2799712E+001, 1.3866904E+001, 2.5387340E+001, 1.0187625E+003, 2.1978017E+001, 2.1848635E+001, 2.1945774E+001, 2.1862417E+001, 2.1928886E+001, 2.1780150E+001, 2.1994708E+001, 2.1956375E+001, 2.1755766E+001, 2.2000282E+001, 2.1944546E+001, 3.1173912E+001, 2.1839063E+001, 1.7984526E+001, 2.2005850E+001, 2.2002292E+001, 2.2007117E+001, 2.6004662E+001
 1.6207006E+001, 2.1769205E+001, 2.1984862E+001, 2.1996657E+001, 2.2149150E+001, 2.1991302E+001, 2.5768559E+001, 2.1973601E+001, 2.1969022E+001, 2.2001577E+001, 2.1899074E+001, 2.2047824E+001, 2.2682308E+001, 2.1999951E+001, 2.1745532E+001, 2.1528433E+001, 2.1997065E+001, 2.1240988E+001, 2.2835732E+001, 2.1873248E+001, 2.3202662E+001, 2.4923108E+001, 2.2563421E+001, 2.7229428E+001, 2.2422156E+001, 2.8235117E+001, 2.2082449E+001, 4.7648868E+001, 5.3187946E+001, 2.2392785E+001, 5.2991317E+001, 2.1772632E+001, 3.9493047E+001, 2.1851175E+001, 2.1891951E+001, 2.3048211E+001, 1.3832168E+001, 2.5411638E+001, 1.0062404E+003, 2.1984859E+001, 2.1849784E+001, 2.1945248E+001, 2.1860734E+001, 2.1931351E+001, 2.1777860E+001, 2.1995341E+001, 2.1957435E+001, 2.1763435E+001, 2.2000201E+001, 2.1944988E+001, 3.0714652E+001, 2.1847870E+001, 1.8048833E+001, 2.2006352E+001, 2.2005522E+001, 2.2009102E+001, 2.5988512E+001
 1.6529469E+001, 2.1804708E+001, 2.1985324E+001, 2.1996739E+001, 2.2208117E+001, 2.1992321E+001, 2.5609057E+001, 2.1972744E+001, 2.1989079E+001, 2.2017105E+001, 2.1899765E+001, 2.2084217E+001, 2.2698958E+001, 2.2000986E+001, 2.1735404E+001, 2.1547765E+001, 2.1997370E+001, 2.1320075E+001, 2.2897715E+001, 2.1904090E+001, 2.4261880E+001, 2.5792299E+001, 2.2855626E+001, 2.8825380E+001, 2.2693487E+001, 2.7563738E+001, 2.2157502E+001, 4.5602799E+001, 5.2366803E+001, 2.2444136E+001, 5.0684947E+001, 2.1741848E+001, 3.8918183E+001, 2.1855912E+001, 2.1891727E+001, 2.3291144E+001, 1.3859694E+001, 2.5431528E+001, 9.5580789E+002, 2.1996069E+001, 2.1851251E+001, 2.1944579E+001, 2.1862321E+001, 2.1931535E+001, 2.1780912E+001, 2.1995934E+001, 2.1958671E+001, 2.1771798E+001, 2.2000109E+001, 2.1945137E+001, 3.0305975E+001, 2.1859829E+001, 1.8067920E+001, 2.2006850E+001, 2.2010266E+001, 2.2011565E+001, 2.5951074E+001
 1.6815080E+001, 2.1838215E+001, 2.1985666E+001, 2.1996821E+001, 2.2274101E+001, 2.1993258E+001, 2.5460777E+001, 2.1973167E+001, 2.2026352E+001, 2.2040174E+001, 2.1901931E+001, 2.2132141E+001, 2.2708573E+001, 2.2002287E+001, 2.1714775E+001, 2.1568318E+001, 2.1997771E+001, 2.1418649E+001, 2.2976398E+001, 2.1945811E+001, 2.5434961E+001, 2.6427864E+001, 2.3197617E+001, 2.9493366E+001, 2.3071721E+001, 2.7111227E+001, 2.2227069E+001, 4.2400901E+001, 5.1678493E+001, 2.2483229E+001, 4.8662278E+001, 2.1709653E+001, 3.7740178E+001, 2.1859060E+001, 2.1891807E+001, 2.3503433E+001, 1.3954487E+001, 2.5445912E+001, 9.8513797E+002, 2.2011269E+001, 2.1853218E+001, 2.1943626E+001, 2.1866267E+001, 2.1930544E+001, 2.1785256E+001, 2.1996521E+001, 2.1960179E+001, 2.1781798E+001, 2.2000001E+001, 2.1945107E+001, 2.9912421E+001, 2.1875602E+001, 1.8269256E+001, 2.2007382E+001, 2.2025283E+001, 2.2014802E+001, 2.5872752E+001
 1.7119117E+001, 2.1867776E+001, 2.1986002E+001, 2.1996883E+001, 2.2324627E+001, 2.1994451E+001, 2.5355855E+001, 2.1973982E+001, 2.2069027E+001, 2.2061926E+001, 2.1911962E+001, 2.2185671E+001, 2.2710814E+001, 2.2003762E+001, 2.1684500E+001, 2.1588267E+001, 2.1998239E+001, 2.1498489E+001, 2.3118228E+001, 2.1988887E+001, 2.6492184E+001, 2.6840360E+001, 2.3528499E+001, 2.9219569E+001, 2.3392942E+001, 2.6831578E+001, 2.2289479E+001, 3.8636801E+001, 5.1731390E+001, 2.2505202E+001, 4.5714307E+001, 2.1691068E+001, 3.5893223E+001, 2.1862335E+001, 2.1892025E+001, 2.3672035E+001, 1.4158599E+001, 2.5451671E+001, 9.8141663E+002, 2.2032269E+001, 2.1855499E+001, 2.1942620E+001, 2.1870595E+001, 2.1929203E+001, 2.1789950E+001, 2.1997073E+001, 2.1961872E+001, 2.1792532E+001, 2.1999888E+001, 2.1945445E+001, 2.9586387E+001, 2.1893554E+001, 1.8579698E+001, 2.2007947E+001, 2.2058568E+001, 2.2018768E+001, 2.5759806E+001
 1.7423154E+001, 2.1895781E+001, 2.1986387E+001, 2.1996939E+001, 2.2376181E+001, 2.1996178E+001, 2.5278464E+001, 2.1975585E+001, 2.2101103E+001, 2.2077139E+001, 2.1926607E+001, 2.2245350E+001, 2.2715880E+001, 2.2005492E+001, 2.1633896E+001, 2.1608443E+001, 2.1998791E+001, 2.1563955E+001, 2.3347584E+001, 2.2029852E+001, 2.7383300E+001, 2.7008515E+001, 2.3846736E+001, 2.8533169E+001, 2.3751346E+001, 2.6724863E+001, 2.2353500E+001, 3.3895773E+001, 5.1866902E+001, 2.2511190E+001, 4.3332517E+001, 2.1685540E+001, 3.3828946E+001, 2.1866611E+001, 2.1892446E+001, 2.3831275E+001, 1.4442779E+001, 2.5454052E+001, 9.0728808E+002, 2.2057962E+001, 2.1858030E+001, 2.1941614E+001, 2.1874936E+001, 2.1927860E+001, 2.1794868E+001, 2.1997702E+001, 2.1963869E+001, 2.1804718E+001, 2.1999762E+001, 2.1945932E+001, 2.9244837E+001, 2.1916954E+001, 1.8776028E+001, 2.2008608E+001, 2.2113231E+001, 2.2023904E+001, 2.5629832E+001
 1.7727191E+001, 2.1921840E+001, 2.1986800E+001, 2.1997001E+001, 2.2428669E+001, 2.2000271E+001, 2.5214658E+001, 2.1977810E+001, 2.2110930E+001, 2.2081934E+001, 2.1942113E+001, 2.2305502E+001, 2.2743830E+001, 2.2007524E+001, 2.1561404E+001, 2.1628382E+001, 2.1999411E+001, 2.1618430E+001, 2.3577350E+001, 2.2064431E+001, 2.7930964E+001, 2.6828353E+001, 2.4124132E+001, 2.7820069E+001, 2.4148904E+001, 2.6674173E+001, 2.2421795E+001, 2.9682790E+001, 5.2651279E+001, 2.2502967E+001, 4.1980413E+001, 2.1689916E+001, 3.2251178E+001, 2.1871088E+001, 2.1893122E+001, 2.3986531E+001, 1.4800904E+001, 2.5459542E+001, 9.7241179E+002, 2.2085466E+001, 2.1862733E+001, 2.1940737E+001, 2.1879055E+001, 2.1926822E+001, 2.1801097E+001, 2.1998459E+001, 2.1966160E+001, 2.1818642E+001, 2.1999623E+001, 2.1946546E+001, 2.8887937E+001, 2.1949129E+001, 1.9000143E+001, 2.2009382E+001, 2.2194574E+001, 2.2030421E+001, 2.5543786E+001
 1.8031229E+001, 2.1946012E+001, 2.1987241E+001, 2.1997082E+001, 2.2469755E+001, 2.2010785E+001, 2.5148721E+001, 2.1978838E+001, 2.2107871E+001, 2.2074602E+001, 2.1954467E+001, 2.2360961E+001, 2.2796690E+001, 2.2012366E+001, 2.1487911E+001, 2.1648290E+001, 2.2000091E+001, 2.1659059E+001, 2.3768261E+001, 2.2089111E+001, 2.8301081E+001, 2.6260883E+001, 2.4355520E+001, 2.7297819E+001, 2.4547954E+001, 2.6552927E+001, 2.2506545E+001, 2.7126105E+001, 5.4159301E+001, 2.2486055E+001, 4.0925312E+001, 2.1702683E+001, 3.1378383E+001, 2.1873884E+001, 2.1894071E+001, 2.4126575E+001, 1.5253381E+001, 2.5469678E+001, 9.5347974E+002, 2.2120463E+001, 2.1873152E+001, 2.1940132E+001, 2.1882924E+001, 2.1926300E+001, 2.1813801E+001, 2.1999338E+001, 2.1968860E+001, 2.1835074E+001, 2.1999468E+001, 2.1947290E+001, 2.8550900E+001, 2.1988166E+001, 1.9651831E+001, 2.2010302E+001, 2.2305134E+001, 2.2038784E+001, 2.5493260E+001
 1.8355535E+001, 2.1968675E+001, 2.1987732E+001, 2.1997197E+001, 2.2508721E+001, 2.2031840E+001, 2.5072387E+001, 2.1978930E+001, 2.2101897E+001, 2.2053898E+001, 2.1962734E+001, 2.2407827E+001, 2.2856798E+001, 2.2020908E+001, 2.1415884E+001, 2.1669089E+001, 2.2000860E+001, 2.1699880E+001, 2.3982592E+001, 2.2111051E+001, 2.8652170E+001, 2.5446623E+001, 2.4546762E+001, 2.6950609E+001, 2.4987359E+001, 2.6279793E+001, 2.2627221E+001, 2.5781639E+001, 5.6456551E+001, 2.2465481E+001, 3.9504532E+001, 2.1718324E+001, 3.1076196E+001, 2.1876712E+001, 2.1895379E+001, 2.4251254E+001, 1.5813684E+001, 2.5484056E+001, 9.5115000E+002, 2.2172162E+001, 2.1889494E+001, 2.1939557E+001, 2.1887561E+001, 2.1926394E+001, 2.1833937E+001, 2.2000348E+001, 2.1974132E+001, 2.1855559E+001, 2.1999288E+001, 2.1948271E+001, 2.8230206E+001, 2.2034814E+001, 2.0695086E+001, 2.2011455E+001, 2.2441943E+001, 2.2058552E+001, 2.5480909E+001
 1.8634235E+001, 2.1988675E+001, 2.1988235E+001, 2.1997328E+001, 2.2534529E+001, 2.2063538E+001, 2.4997186E+001, 2.1978410E+001, 2.2082706E+001, 2.2022836E+001, 2.1971391E+001, 2.2441200E+001, 2.2901086E+001, 2.2026830E+001, 2.1389660E+001, 2.1689049E+001, 2.2001674E+001, 2.1766765E+001, 2.4270725E+001, 2.2136545E+001, 2.8821901E+001, 2.4734085E+001, 2.4689420E+001, 2.6789654E+001, 2.5405844E+001, 2.5948239E+001, 2.2793940E+001, 2.5172473E+001, 5.9224925E+001, 2.2448034E+001, 3.7812864E+001, 2.1736732E+001, 3.1088556E+001, 2.1879857E+001, 2.1897007E+001, 2.4348128E+001, 1.6400817E+001, 2.5499953E+001, 9.4087363E+002, 2.2230543E+001, 2.1905395E+001, 2.1938741E+001, 2.1892306E+001, 2.1926970E+001, 2.1854745E+001, 2.2001392E+001, 2.1983599E+001, 2.1878998E+001, 2.1999100E+001, 2.1949440E+001, 2.7944147E+001, 2.2080808E+001, 2.1587637E+001, 2.2012788E+001, 2.2594142E+001, 2.2104284E+001, 2.5559413E+001
 1.8918692E+001, 2.2006481E+001, 2.1988759E+001, 2.1997458E+001, 2.2544209E+001, 2.2099978E+001, 2.4927891E+001, 2.1977248E+001, 2.2059797E+001, 2.1987358E+001, 2.1983303E+001, 2.2471415E+001, 2.2920427E+001, 2.2029891E+001, 2.1392284E+001, 2.1707640E+001, 2.2002544E+001, 2.1834461E+001, 2.4857011E+001, 2.2165940E+001, 2.8655911E+001, 2.4328413E+001, 2.4806588E+001, 2.6813109E+001, 2.5721066E+001, 2.5648107E+001, 2.2989800E+001, 2.5007403E+001, 6.1919129E+001, 2.2435122E+001, 3.6390607E+001, 2.1755108E+001, 3.1202698E+001, 2.1883788E+001, 2.1898950E+001, 2.4410224E+001, 1.6972072E+001, 2.5513605E+001, 9.2810328E+002, 2.2296277E+001, 2.1919692E+001, 2.1937753E+001, 2.1896589E+001, 2.1927888E+001, 2.1870940E+001, 2.2002427E+001, 2.1997262E+001, 2.1904855E+001, 2.1998915E+001, 2.1950746E+001, 2.7647122E+001, 2.2121416E+001, 2.2193291E+001, 2.2014287E+001, 2.2770480E+001, 2.2178166E+001, 2.5707232E+001
 1.9242348E+001, 2.2028451E+001, 2.1989547E+001, 2.1997612E+001, 2.2545605E+001, 2.2148347E+001, 2.4851426E+001, 2.1975161E+001, 2.2023533E+001, 2.1942171E+001, 2.1999003E+001, 2.2502607E+001, 2.2914234E+001, 2.2033690E+001, 2.1406064E+001, 2.1727509E+001, 2.2003647E+001, 2.1888453E+001, 2.5527257E+001, 2.2197817E+001, 2.8205220E+001, 2.4161309E+001, 2.4920140E+001, 2.6894511E+001, 2.5904160E+001, 2.5406185E+001, 2.3256524E+001, 2.4986123E+001, 6.3281087E+001, 2.2421632E+001, 3.5331095E+001, 2.1776331E+001, 3.1422711E+001, 2.1889905E+001, 2.1901314E+001, 2.4453357E+001, 1.7528592E+001, 2.5523302E+001, 9.1382000E+002, 2.2378711E+001, 2.1934108E+001, 2.1936542E+001, 2.1900427E+001, 2.1930164E+001, 2.1883960E+001, 2.2004931E+001, 2.2017010E+001, 2.1937262E+001, 2.1998707E+001, 2.1953034E+001, 2.7291937E+001, 2.2160859E+001, 2.2704201E+001, 2.2016227E+001, 2.3009941E+001, 2.2290133E+001, 2.5923424E+001
 1.9537233E+001, 2.2061150E+001, 2.1990695E+001, 2.1997740E+001, 2.2543735E+001, 2.2217187E+001, 2.4771627E+001, 2.1965345E+001, 2.1959455E+001, 2.1887616E+001, 2.2017004E+001, 2.2530460E+001, 2.2885173E+001, 2.2038436E+001, 2.1420484E+001, 2.1747748E+001, 2.2004992E+001, 2.1915318E+001, 2.5583149E+001, 2.2203350E+001, 2.7587736E+001, 2.4240561E+001, 2.5038094E+001, 2.6914059E+001, 2.5988551E+001, 2.5226090E+001, 2.3616710E+001, 2.4892441E+001, 6.2814997E+001, 2.2406036E+001, 3.4481111E+001, 2.1800905E+001, 3.1673383E+001, 2.1899311E+001, 2.1903636E+001, 2.4480818E+001, 1.8025233E+001, 2.5528738E+001, 9.0205999E+002, 2.2461810E+001, 2.1947511E+001, 2.1935260E+001, 2.1904145E+001, 2.1933419E+001, 2.1896978E+001, 2.2016026E+001, 2.2039881E+001, 2.1976117E+001, 2.1998492E+001, 2.1961038E+001, 2.6898839E+001, 2.2198662E+001, 2.3036808E+001, 2.2018625E+001, 2.3300906E+001, 2.2425388E+001, 2.6058210E+001
 1.9826364E+001, 2.2103895E+001, 2.1992193E+001, 2.1997801E+001, 2.2542949E+001, 2.2293595E+001, 2.4698410E+001, 2.1937614E+001, 2.1891822E+001, 2.1833261E+001, 2.2039209E+001, 2.2553463E+001, 2.2827551E+001, 2.2044092E+001, 2.1432936E+001, 2.1767176E+001, 2.2006529E+001, 2.1920502E+001, 2.5388025E+001, 2.2193198E+001, 2.7054466E+001, 2.4619128E+001, 2.5157808E+001, 2.6759496E+001, 2.6019287E+001, 2.5078285E+001, 2.4075256E+001, 2.4709541E+001, 6.1466688E+001, 2.2389788E+001, 3.3808028E+001, 2.1826936E+001, 3.1911760E+001, 2.1911603E+001, 2.1905575E+001, 2.4488664E+001, 1.8467742E+001, 2.5529257E+001, 8.8666845E+002, 2.2536724E+001, 2.1958778E+001, 2.1934058E+001, 2.1907754E+001, 2.1936579E+001, 2.1909890E+001, 2.2034228E+001, 2.2071717E+001, 2.2018630E+001, 2.1998240E+001, 2.1974052E+001, 2.6453396E+001, 2.2229964E+001, 2.3128488E+001, 2.2021445E+001, 2.3611660E+001, 2.2573668E+001, 2.6067195E+001
 2.0120667E+001, 2.2158185E+001, 2.1994149E+001, 2.1997812E+001, 2.2544659E+001, 2.2366996E+001, 2.4631381E+001, 2.1894782E+001, 2.1829041E+001, 2.1788828E+001, 2.2076117E+001, 2.2575514E+001, 2.2756302E+001, 2.2051211E+001, 2.1451574E+001, 2.1786771E+001, 2.2008357E+001, 2.1924030E+001, 2.5165753E+001, 2.2187446E+001, 2.6660812E+001, 2.5354842E+001, 2.5283801E+001, 2.6475862E+001, 2.6001052E+001, 2.4912495E+001, 2.4659405E+001, 2.4591984E+001, 5.9696503E+001, 2.2374785E+001, 3.3460838E+001, 2.1854657E+001, 3.2216716E+001, 2.1926502E+001, 2.1907390E+001, 2.4478523E+001, 1.8878707E+001, 2.5527241E+001, 8.9298222E+002, 2.2610792E+001, 2.1968454E+001, 2.1932905E+001, 2.1911928E+001, 2.1939789E+001, 2.1925570E+001, 2.2064051E+001, 2.2112027E+001, 2.2067646E+001, 2.1997668E+001, 2.1994780E+001, 2.5979648E+001, 2.2250820E+001, 2.3084312E+001, 2.2024919E+001, 2.3928682E+001, 2.2743051E+001, 2.6007218E+001
