s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_00","Temp_01","Temp_02","Temp_03","Temp_04","Temp_05","Temp_06","Temp_07","Temp_08","Temp_09","Temp_10","Temp_11","Temp_12","Temp_13","Temp_15","Temp_18","Temp_19","Temp_21","Temp_24","Temp_25","Temp_27","Temp_30","Temp_31","Temp_32","Temp_33","Temp_36","Temp_37","Temp_39","Temp_42","Temp_43","Temp_44","Temp_45","Temp_46","Temp_47","Temp_48","Temp_49","Temp_50","Temp_51","Temp_52","Temp_53","Temp_14","Temp_16","Temp_17","Temp_20","Temp_22","Temp_23","Temp_26","Temp_28","Temp_29","Temp_34","Temp_35","Temp_38","Temp_40","Temp_41","Temp_54","Temp_55"
 6.6220066E+000, 2.1912198E+001, 2.1997473E+001, 2.1998497E+001, 2.2016613E+001, 2.1999572E+001, 2.1636698E+001, 2.1996094E+001, 2.2000772E+001, 2.1997453E+001, 2.1993386E+001, 2.1997505E+001, 2.1919465E+001, 2.1998393E+001, 2.1989278E+001, 2.1961187E+001, 2.1997848E+001, 2.1997778E+001, 2.1745724E+001, 2.2046315E+001, 2.1982660E+001, 1.9943706E+001, 2.1782055E+001, 2.1888034E+001, 2.1997142E+001, 2.8016709E+001, 2.1947403E+001, 7.5248071E+001, 3.6577673E+001, 2.1958290E+001, 4.2493533E+001, 2.1995880E+001, 2.1314282E+001, 2.1997198E+001, 2.1997099E+001, 2.1796621E+001, 2.0959913E+001, 2.2055538E+001, 9.7992543E+002, 2.1997433E+001, 2.1997039E+001, 2.1998018E+001, 2.1992665E+001, 2.1998180E+001, 2.1996809E+001, 2.1998039E+001, 2.1996517E+001, 2.1970949E+001, 2.2000202E+001, 2.1993663E+001, 2.4072693E+001, 2.1995309E+001, 6.8627616E+001, 2.1998868E+001, 2.1999222E+001, 2.1999432E+001, 2.1947465E+001
 6.9002283E+000, 2.1837653E+001, 2.1997242E+001, 2.1998415E+001, 2.2015820E+001, 2.1999492E+001, 2.1557604E+001, 2.1994483E+001, 2.2000749E+001, 2.1996736E+001, 2.1990838E+001, 2.1996954E+001, 2.1904512E+001, 2.1998226E+001, 2.1988922E+001, 2.1911867E+001, 2.1997593E+001, 2.1998323E+001, 2.1423829E+001, 2.2045296E+001, 2.1980804E+001, 2.0120028E+001, 2.1608190E+001, 2.1888102E+001, 2.1984873E+001, 3.0940014E+001, 2.1929967E+001, 7.1784018E+001, 4.1925867E+001, 2.1943468E+001, 4.0677017E+001, 2.1994741E+001, 2.1027055E+001, 2.1996905E+001, 2.1996819E+001, 2.1730426E+001, 2.0749199E+001, 2.2080493E+001, 1.0048496E+003, 2.1997203E+001, 2.1996803E+001, 2.1997828E+001, 2.1992509E+001, 2.1998004E+001, 2.1996574E+001, 2.1997819E+001, 2.1995578E+001, 2.1961938E+001, 2.2000225E+001, 2.1992324E+001, 2.3711130E+001, 2.1994708E+001, 6.4250877E+001, 2.1998696E+001, 2.1999077E+001, 2.1999378E+001, 2.1928767E+001
 7.2042078E+000, 2.1727136E+001, 2.1997023E+001, 2.1998356E+001, 2.2016532E+001, 2.1999482E+001, 2.1515017E+001, 2.1991601E+001, 2.2000973E+001, 2.1994613E+001, 2.1987106E+001, 2.1994509E+001, 2.1897719E+001, 2.1997878E+001, 2.1988176E+001, 2.1847142E+001, 2.1997201E+001, 2.1997170E+001, 2.1099456E+001, 2.2044067E+001, 2.1977473E+001, 2.0263447E+001, 2.1465854E+001, 2.1886063E+001, 2.1910118E+001, 3.2984739E+001, 2.1876459E+001, 6.1058949E+001, 4.4700697E+001, 2.1890112E+001, 5.1488048E+001, 2.1993098E+001, 2.0464442E+001, 2.1996583E+001, 2.1996518E+001, 2.1611271E+001, 2.0566075E+001, 2.2128806E+001, 9.6493746E+002, 2.1996970E+001, 2.1996559E+001, 2.1997599E+001, 2.1992254E+001, 2.1997905E+001, 2.1996262E+001, 2.1997745E+001, 2.1995293E+001, 2.1955334E+001, 2.2000257E+001, 2.1992148E+001, 2.3383567E+001, 2.1993216E+001, 5.9301728E+001, 2.1998522E+001, 2.1998892E+001, 2.1999328E+001, 2.1921752E+001
 7.5087128E+000, 2.1612193E+001, 2.1996503E+001, 2.1998310E+001, 2.2018901E+001, 2.1999650E+001, 2.1521052E+001, 2.1990146E+001, 2.2001042E+001, 2.1987818E+001, 2.1977382E+001, 2.1986556E+001, 2.1872906E+001, 2.1997628E+001, 2.1987137E+001, 2.1762583E+001, 2.1997100E+001, 2.1994785E+001, 2.0880697E+001, 2.2042648E+001, 2.1975609E+001, 2.0367789E+001, 2.1345721E+001, 2.1887176E+001, 2.1761733E+001, 3.3279078E+001, 2.1785121E+001, 4.3809320E+001, 4.6217888E+001, 2.1789741E+001, 6.9127682E+001, 2.1991100E+001, 1.9675546E+001, 2.1996211E+001, 2.1996202E+001, 2.1433616E+001, 2.0383001E+001, 2.2177207E+001, 9.1203344E+002, 2.1996538E+001, 2.1996308E+001, 2.1997338E+001, 2.1991950E+001, 2.1999024E+001, 2.1995900E+001, 2.1997707E+001, 2.1995148E+001, 2.1953444E+001, 2.2000296E+001, 2.1992226E+001, 2.3007354E+001, 2.1988011E+001, 5.2586198E+001, 2.1998280E+001, 2.1998061E+001, 2.1999244E+001, 2.1918769E+001
 7.8031108E+000, 2.1506432E+001, 2.1995384E+001, 2.1998203E+001, 2.2021201E+001, 2.1999972E+001, 2.1623614E+001, 2.1989001E+001, 2.2000862E+001, 2.1980006E+001, 2.1968140E+001, 2.1977729E+001, 2.1818855E+001, 2.1997393E+001, 2.1983383E+001, 2.1685822E+001, 2.1997033E+001, 2.1994293E+001, 2.0716722E+001, 2.2040849E+001, 2.1975544E+001, 2.0473068E+001, 2.1230939E+001, 2.1886236E+001, 2.1626836E+001, 3.2667313E+001, 2.1707826E+001, 3.5088384E+001, 4.7842018E+001, 2.1692850E+001, 8.6683766E+001, 2.1988609E+001, 1.9526900E+001, 2.1995769E+001, 2.1995895E+001, 2.1280154E+001, 2.0172050E+001, 2.2212063E+001, 9.5015584E+002, 2.1994927E+001, 2.1996066E+001, 2.1997074E+001, 2.1991588E+001, 2.2000401E+001, 2.1995587E+001, 2.1997627E+001, 2.1994977E+001, 2.1952167E+001, 2.2000333E+001, 2.1992119E+001, 2.2553748E+001, 2.1980290E+001, 4.6341993E+001, 2.1997948E+001, 2.1996842E+001, 2.1999101E+001, 2.1897591E+001
 8.1059953E+000, 2.1409605E+001, 2.1994143E+001, 2.1998044E+001, 2.2022832E+001, 2.1999196E+001, 2.1804186E+001, 2.1988324E+001, 2.2000606E+001, 2.1973844E+001, 2.1961481E+001, 2.1970229E+001, 2.1780101E+001, 2.1997147E+001, 2.1979991E+001, 2.1618357E+001, 2.1996966E+001, 2.1994698E+001, 2.0583247E+001, 2.2038449E+001, 2.1975434E+001, 2.0614885E+001, 2.1123206E+001, 2.1884943E+001, 2.1556347E+001, 3.1836495E+001, 2.1654389E+001, 3.3618508E+001, 4.8837200E+001, 2.1616875E+001, 1.0332244E+002, 2.1984157E+001, 2.0122552E+001, 2.1993894E+001, 2.1995580E+001, 2.1167765E+001, 1.9909427E+001, 2.2256163E+001, 1.0523310E+003, 2.1991963E+001, 2.1995817E+001, 2.1996807E+001, 2.1991345E+001, 2.2000186E+001, 2.1995310E+001, 2.1997469E+001, 2.1994785E+001, 2.1950491E+001, 2.2000366E+001, 2.1991794E+001, 2.2280650E+001, 2.1970295E+001, 4.1054341E+001, 2.1997676E+001, 2.1995868E+001, 2.1999003E+001, 2.1875039E+001
 8.4104698E+000, 2.1326829E+001, 2.1992972E+001, 2.1997924E+001, 2.2024444E+001, 2.1997468E+001, 2.2085627E+001, 2.1987914E+001, 2.2000337E+001, 2.1968593E+001, 2.1955534E+001, 2.1965190E+001, 2.1754882E+001, 2.1996899E+001, 2.1978291E+001, 2.1552684E+001, 2.1996901E+001, 2.1994155E+001, 2.0497625E+001, 2.2034654E+001, 2.1974788E+001, 2.0782875E+001, 2.1008817E+001, 2.1885472E+001, 2.1548057E+001, 3.0999297E+001, 2.1617240E+001, 3.5889115E+001, 4.8802921E+001, 2.1555476E+001, 1.1867930E+002, 2.1973288E+001, 2.1664594E+001, 2.1991398E+001, 2.1995234E+001, 2.1096967E+001, 1.9574798E+001, 2.2338087E+001, 1.0987739E+003, 2.1988781E+001, 2.1995542E+001, 2.1996526E+001, 2.1991142E+001, 2.1999502E+001, 2.1995001E+001, 2.1997225E+001, 2.1994568E+001, 2.1948327E+001, 2.2000397E+001, 2.1991353E+001, 2.2206042E+001, 2.1956090E+001, 3.6415722E+001, 2.1997507E+001, 2.1995173E+001, 2.1998985E+001, 2.1867559E+001
 8.7017122E+000, 2.1269999E+001, 2.1992028E+001, 2.1997834E+001, 2.2025187E+001, 2.1997025E+001, 2.2555147E+001, 2.1987166E+001, 2.2000076E+001, 2.1963396E+001, 2.1949664E+001, 2.1962895E+001, 2.1750189E+001, 2.1996658E+001, 2.1976786E+001, 2.1491496E+001, 2.1996826E+001, 2.1992619E+001, 2.0511525E+001, 2.2030825E+001, 2.1973480E+001, 2.0976317E+001, 2.0895227E+001, 2.1896380E+001, 2.1564822E+001, 3.0107830E+001, 2.1587293E+001, 3.9527546E+001, 4.8081576E+001, 2.1506108E+001, 1.3793171E+002, 2.1950350E+001, 2.7360825E+001, 2.1987839E+001, 2.1994845E+001, 2.1057359E+001, 1.9191408E+001, 2.2459917E+001, 1.1206245E+003, 2.1985753E+001, 2.1995248E+001, 2.1996225E+001, 2.1990853E+001, 2.1998710E+001, 2.1994614E+001, 2.1996994E+001, 2.1994338E+001, 2.1944392E+001, 2.2000430E+001, 2.1991008E+001, 2.2256403E+001, 2.1940362E+001, 3.2872835E+001, 2.1997458E+001, 2.1994697E+001, 2.1999023E+001, 2.1872277E+001
 9.0208733E+000, 2.1231367E+001, 2.1991204E+001, 2.1997766E+001, 2.2024726E+001, 2.1997210E+001, 2.3261977E+001, 2.1985561E+001, 2.1999814E+001, 2.1958664E+001, 2.1944252E+001, 2.1961904E+001, 2.1764874E+001, 2.1996344E+001, 2.1972732E+001, 2.1436236E+001, 2.1996723E+001, 2.1992041E+001, 2.0576682E+001, 2.2026769E+001, 2.1972549E+001, 2.1180002E+001, 2.0799587E+001, 2.1904271E+001, 2.1592354E+001, 2.9927340E+001, 2.1559464E+001, 4.2490953E+001, 4.5620875E+001, 2.1466180E+001, 1.4835504E+002, 2.1912917E+001, 3.6393728E+001, 2.1982556E+001, 2.1994392E+001, 2.1025412E+001, 1.8769615E+001, 2.2597614E+001, 1.1306685E+003, 2.1982895E+001, 2.1994922E+001, 2.1995871E+001, 2.1990418E+001, 2.1998044E+001, 2.1994106E+001, 2.1996563E+001, 2.1994091E+001, 2.1930158E+001, 2.2000464E+001, 2.1990680E+001, 2.2405386E+001, 2.1924996E+001, 3.0620467E+001, 2.1997491E+001, 2.1994392E+001, 2.1999069E+001, 2.1880606E+001
 9.3010971E+000, 2.1203420E+001, 2.1990296E+001, 2.1997685E+001, 2.2024996E+001, 2.1997578E+001, 2.3941275E+001, 2.1982575E+001, 2.1999563E+001, 2.1955335E+001, 2.1939886E+001, 2.1961277E+001, 2.1795330E+001, 2.1995918E+001, 2.1970866E+001, 2.1396976E+001, 2.1996622E+001, 2.1992024E+001, 2.0706063E+001, 2.2022603E+001, 2.1972751E+001, 2.1350893E+001, 2.0737138E+001, 2.1908484E+001, 2.1623011E+001, 3.0614862E+001, 2.1532397E+001, 4.5568148E+001, 4.1738299E+001, 2.1435821E+001, 1.4909191E+002, 2.1876739E+001, 4.2501409E+001, 2.1979005E+001, 2.1993303E+001, 2.0998902E+001, 1.8273624E+001, 2.2749220E+001, 1.1299925E+003, 2.1980483E+001, 2.1993944E+001, 2.1995498E+001, 2.1989554E+001, 2.1997508E+001, 2.1993515E+001, 2.1995956E+001, 2.1993824E+001, 2.1908900E+001, 2.2000498E+001, 2.1990362E+001, 2.2737259E+001, 2.1911682E+001, 2.9726529E+001, 2.1997571E+001, 2.1994248E+001, 2.1999107E+001, 2.1888970E+001
 9.6045929E+000, 2.1183987E+001, 2.1989402E+001, 2.1997597E+001, 2.2027364E+001, 2.1997796E+001, 2.4316026E+001, 2.1979165E+001, 2.1999370E+001, 2.1952934E+001, 2.1936386E+001, 2.1960825E+001, 2.1834750E+001, 2.1995583E+001, 2.1970501E+001, 2.1372880E+001, 2.1996554E+001, 2.1990451E+001, 2.0902590E+001, 2.2018522E+001, 2.1972089E+001, 2.1474895E+001, 2.0693872E+001, 2.1927979E+001, 2.1640280E+001, 3.1980230E+001, 2.1509674E+001, 4.5879575E+001, 3.9875041E+001, 2.1414494E+001, 1.4563775E+002, 2.1854620E+001, 4.3515354E+001, 2.1977509E+001, 2.1989239E+001, 2.0980999E+001, 1.7734878E+001, 2.2926772E+001, 1.1368812E+003, 2.1979038E+001, 2.1989541E+001, 2.1994936E+001, 2.1982060E+001, 2.1996588E+001, 2.1988853E+001, 2.1995749E+001, 2.1991996E+001, 2.1886171E+001, 2.2000532E+001, 2.1989752E+001, 2.3327857E+001, 2.1904564E+001, 2.9237770E+001, 2.1997680E+001, 2.1994153E+001, 2.1999134E+001, 2.1899257E+001
 9.9164575E+000, 2.1171541E+001, 2.1988566E+001, 2.1997513E+001, 2.2031895E+001, 2.1997701E+001, 2.4363532E+001, 2.1977611E+001, 2.1999012E+001, 2.1951362E+001, 2.1932805E+001, 2.1960253E+001, 2.1883418E+001, 2.1995449E+001, 2.1969803E+001, 2.1353628E+001, 2.1996517E+001, 2.1983643E+001, 2.1229835E+001, 2.2014027E+001, 2.1970387E+001, 2.1591309E+001, 2.0656728E+001, 2.1991664E+001, 2.1644951E+001, 3.4638155E+001, 2.1487702E+001, 4.2614950E+001, 3.9168505E+001, 2.1399174E+001, 1.3885204E+002, 2.1827553E+001, 3.9129438E+001, 2.1976223E+001, 2.1984295E+001, 2.0973961E+001, 1.7317827E+001, 2.3158967E+001, 1.1458834E+003, 2.1978809E+001, 2.1982029E+001, 2.1993341E+001, 2.1968010E+001, 2.1991182E+001, 2.1972778E+001, 2.1995628E+001, 2.1987020E+001, 2.1859117E+001, 2.2000570E+001, 2.1988205E+001, 2.4258179E+001, 2.1902637E+001, 2.8318652E+001, 2.1997829E+001, 2.1994043E+001, 2.1999155E+001, 2.1916477E+001
 1.0203767E+001, 2.1167190E+001, 2.1987966E+001, 2.1997470E+001, 2.2036606E+001, 2.1997306E+001, 2.4314773E+001, 2.1977462E+001, 2.1998522E+001, 2.1951296E+001, 2.1929431E+001, 2.1959035E+001, 2.1942007E+001, 2.1995446E+001, 2.1967211E+001, 2.1333649E+001, 2.1996472E+001, 2.1946459E+001, 2.1559452E+001, 2.2009150E+001, 2.1968681E+001, 2.1689166E+001, 2.0616559E+001, 2.3077005E+001, 2.1641943E+001, 3.7955419E+001, 2.1469856E+001, 4.0985393E+001, 3.8794952E+001, 2.1391932E+001, 1.3630068E+002, 2.1796565E+001, 3.3127076E+001, 2.1971119E+001, 2.1976929E+001, 2.0973535E+001, 1.7080159E+001, 2.3351112E+001, 1.1296021E+003, 2.1978429E+001, 2.1970634E+001, 2.1990770E+001, 2.1956085E+001, 2.1984726E+001, 2.1957298E+001, 2.1995440E+001, 2.1981881E+001, 2.1829960E+001, 2.2000604E+001, 2.1984455E+001, 2.5465503E+001, 2.1900823E+001, 2.7258194E+001, 2.1998029E+001, 2.1993943E+001, 2.1999176E+001, 2.1941699E+001
 1.0500478E+001, 2.1168046E+001, 2.1987412E+001, 2.1997419E+001, 2.2040670E+001, 2.1996708E+001, 2.4333254E+001, 2.1977338E+001, 2.1997586E+001, 2.1952218E+001, 2.1923607E+001, 2.1957438E+001, 2.2010058E+001, 2.1995425E+001, 2.1947745E+001, 2.1315635E+001, 2.1996405E+001, 2.1919847E+001, 2.1772828E+001, 2.2005127E+001, 2.1967875E+001, 2.1765871E+001, 2.0568029E+001, 2.9403145E+001, 2.1636709E+001, 3.9589189E+001, 2.1457175E+001, 4.2346117E+001, 3.9472649E+001, 2.1391823E+001, 1.3648812E+002, 2.1759987E+001, 2.9647479E+001, 2.1965046E+001, 2.1968541E+001, 2.0977434E+001, 1.6965808E+001, 2.3495451E+001, 1.1195447E+003, 2.1977497E+001, 2.1957518E+001, 2.1988053E+001, 2.1946645E+001, 2.1979759E+001, 2.1943994E+001, 2.1994596E+001, 2.1976969E+001, 2.1801036E+001, 2.2000632E+001, 2.1978834E+001, 2.6975822E+001, 2.1894440E+001, 2.6214373E+001, 2.1998318E+001, 2.1993856E+001, 2.1999207E+001, 2.1981357E+001
 1.0810198E+001, 2.1172085E+001, 2.1986698E+001, 2.1997302E+001, 2.2043879E+001, 2.1996009E+001, 2.4366649E+001, 2.1976959E+001, 2.1996601E+001, 2.1953954E+001, 2.1915927E+001, 2.1956291E+001, 2.2086601E+001, 2.1995311E+001, 2.1928300E+001, 2.1308150E+001, 2.1996328E+001, 2.1932701E+001, 2.1946676E+001, 2.2000474E+001, 2.1968140E+001, 2.1830661E+001, 2.0518761E+001, 3.2170810E+001, 2.1628695E+001, 3.8481834E+001, 2.1444426E+001, 4.6400559E+001, 4.2251927E+001, 2.1396164E+001, 1.3700289E+002, 2.1720771E+001, 2.8688306E+001, 2.1954316E+001, 2.1960426E+001, 2.0984100E+001, 1.6764971E+001, 2.3609977E+001, 1.1220018E+003, 2.1973516E+001, 2.1944243E+001, 2.1985737E+001, 2.1938647E+001, 2.1975480E+001, 2.1931626E+001, 2.1993440E+001, 2.1972050E+001, 2.1773210E+001, 2.2000653E+001, 2.1972861E+001, 2.8758324E+001, 2.1874009E+001, 2.5106883E+001, 2.1998719E+001, 2.1993778E+001, 2.1999259E+001, 2.2061888E+001
 1.1123077E+001, 2.1179225E+001, 2.1985928E+001, 2.1997170E+001, 2.2046024E+001, 2.1995415E+001, 2.4339608E+001, 2.1976189E+001, 2.1995728E+001, 2.1956375E+001, 2.1913566E+001, 2.1956079E+001, 2.2163951E+001, 2.1995172E+001, 2.1919717E+001, 2.1309618E+001, 2.1996233E+001, 2.1942063E+001, 2.2145546E+001, 2.1992478E+001, 2.1968448E+001, 2.1901208E+001, 2.0480508E+001, 3.0022544E+001, 2.1617790E+001, 3.5612588E+001, 2.1437591E+001, 5.6402681E+001, 4.7648799E+001, 2.1404929E+001, 1.3647114E+002, 2.1693320E+001, 2.9887171E+001, 2.1937463E+001, 2.1951702E+001, 2.0993801E+001, 1.6381548E+001, 2.3706424E+001, 1.1237212E+003, 2.1969552E+001, 2.1931008E+001, 2.1983550E+001, 2.1932995E+001, 2.1971433E+001, 2.1924241E+001, 2.1992436E+001, 2.1967386E+001, 2.1750052E+001, 2.2000670E+001, 2.1967312E+001, 3.0373957E+001, 2.1851946E+001, 2.4105709E+001, 2.1999145E+001, 2.1993706E+001, 2.1999328E+001, 2.2201028E+001
 1.1415098E+001, 2.1191112E+001, 2.1985233E+001, 2.1997054E+001, 2.2048119E+001, 2.1995223E+001, 2.4304124E+001, 2.1975820E+001, 2.1994861E+001, 2.1959036E+001, 2.1913677E+001, 2.1956516E+001, 2.2232776E+001, 2.1995125E+001, 2.1918463E+001, 2.1319486E+001, 2.1996144E+001, 2.1917323E+001, 2.2334761E+001, 2.1979779E+001, 2.1966575E+001, 2.1972013E+001, 2.0472240E+001, 2.7296919E+001, 2.1605443E+001, 3.2547890E+001, 2.1435360E+001, 6.9048492E+001, 5.2734026E+001, 2.1418957E+001, 1.3440874E+002, 2.1682012E+001, 3.2220699E+001, 2.1922292E+001, 2.1943635E+001, 2.1004749E+001, 1.5979277E+001, 2.3825833E+001, 1.1235050E+003, 2.1967348E+001, 2.1918147E+001, 2.1980733E+001, 2.1931230E+001, 2.1966892E+001, 2.1923121E+001, 2.1991792E+001, 2.1963379E+001, 2.1733952E+001, 2.2000686E+001, 2.1962837E+001, 3.1820431E+001, 2.1833846E+001, 2.3103864E+001, 2.1999598E+001, 2.1993648E+001, 2.1999409E+001, 2.2384795E+001
 1.1721025E+001, 2.1208361E+001, 2.1984625E+001, 2.1996945E+001, 2.2051078E+001, 2.1995356E+001, 2.4230385E+001, 2.1975699E+001, 2.1993369E+001, 2.1961124E+001, 2.1912646E+001, 2.1957415E+001, 2.2288527E+001, 2.1995137E+001, 2.1916023E+001, 2.1325780E+001, 2.1996071E+001, 2.1830008E+001, 2.2431111E+001, 2.1962367E+001, 2.1960397E+001, 2.2030869E+001, 2.0498064E+001, 2.5916557E+001, 2.1593648E+001, 3.0628714E+001, 2.1436891E+001, 7.6438864E+001, 5.4679540E+001, 2.1440947E+001, 1.3093593E+002, 2.1685236E+001, 3.4594832E+001, 2.1908854E+001, 2.1936333E+001, 2.1027791E+001, 1.5731562E+001, 2.3990468E+001, 1.1153446E+003, 2.1966439E+001, 2.1905555E+001, 2.1977707E+001, 2.1928794E+001, 2.1961221E+001, 2.1921369E+001, 2.1991464E+001, 2.1959962E+001, 2.1723133E+001, 2.2000703E+001, 2.1959365E+001, 3.2809683E+001, 2.1820940E+001, 2.2227338E+001, 2.2000124E+001, 2.1993604E+001, 2.1999500E+001, 2.2594560E+001
 1.2027212E+001, 2.1230372E+001, 2.1984071E+001, 2.1996833E+001, 2.2054675E+001, 2.1995654E+001, 2.4057892E+001, 2.1975688E+001, 2.1990473E+001, 2.1962809E+001, 2.1908148E+001, 2.1957704E+001, 2.2334097E+001, 2.1995175E+001, 2.1912033E+001, 2.1322011E+001, 2.1996005E+001, 2.1723403E+001, 2.2359302E+001, 2.1938720E+001, 2.1946215E+001, 2.2039166E+001, 2.0547052E+001, 2.6156610E+001, 2.1585197E+001, 2.9615428E+001, 2.1440512E+001, 7.2780168E+001, 5.3720302E+001, 2.1469615E+001, 1.3078622E+002, 2.1700771E+001, 3.6943938E+001, 2.1896715E+001, 2.1929648E+001, 2.1069606E+001, 1.5628329E+001, 2.4159246E+001, 1.1119147E+003, 2.1966454E+001, 2.1893427E+001, 2.1974851E+001, 2.1920770E+001, 2.1954684E+001, 2.1910601E+001, 2.1991338E+001, 2.1957043E+001, 2.1715051E+001, 2.2000721E+001, 2.1956620E+001, 3.3103378E+001, 2.1812004E+001, 2.1758865E+001, 2.2000704E+001, 2.1993569E+001, 2.1999600E+001, 2.2827445E+001
 1.2323305E+001, 2.1254952E+001, 2.1983498E+001, 2.1996687E+001, 2.2057880E+001, 2.1995928E+001, 2.3870005E+001, 2.1975701E+001, 2.1986740E+001, 2.1964847E+001, 2.1900159E+001, 2.1956615E+001, 2.2382891E+001, 2.1995233E+001, 2.1900413E+001, 2.1320829E+001, 2.1995935E+001, 2.1700914E+001, 2.2198098E+001, 2.1899708E+001, 2.1928502E+001, 2.1998190E+001, 2.0606983E+001, 2.7812443E+001, 2.1583944E+001, 2.9029863E+001, 2.1448709E+001, 5.7928051E+001, 5.2135834E+001, 2.1501969E+001, 1.3807636E+002, 2.1723561E+001, 3.7918680E+001, 2.1885686E+001, 2.1924063E+001, 2.1118719E+001, 1.5631318E+001, 2.4332390E+001, 1.1052449E+003, 2.1966827E+001, 2.1882714E+001, 2.1971779E+001, 2.1908446E+001, 2.1948361E+001, 2.1890968E+001, 2.1991296E+001, 2.1954708E+001, 2.1710499E+001, 2.2000735E+001, 2.1954139E+001, 3.3224497E+001, 2.1806332E+001, 2.1513704E+001, 2.2001284E+001, 2.1993484E+001, 2.1999702E+001, 2.3079637E+001
 1.2619398E+001, 2.1280412E+001, 2.1982978E+001, 2.1996508E+001, 2.2060001E+001, 2.1995927E+001, 2.3783818E+001, 2.1975732E+001, 2.1983093E+001, 2.1967053E+001, 2.1895578E+001, 2.1953414E+001, 2.2425315E+001, 2.1995303E+001, 2.1897076E+001, 2.1325450E+001, 2.1995867E+001, 2.1712034E+001, 2.2047198E+001, 2.1851204E+001, 2.1917219E+001, 2.1974519E+001, 2.0674590E+001, 2.9872246E+001, 2.1594861E+001, 2.8356593E+001, 2.1462303E+001, 4.4048165E+001, 4.9221724E+001, 2.1537431E+001, 1.3669448E+002, 2.1750242E+001, 3.7251765E+001, 2.1875468E+001, 2.1919256E+001, 2.1175816E+001, 1.5673111E+001, 2.4482555E+001, 1.0974455E+003, 2.1967215E+001, 2.1874140E+001, 2.1968430E+001, 2.1898021E+001, 2.1942688E+001, 2.1873027E+001, 2.1991260E+001, 2.1953033E+001, 2.1710071E+001, 2.2000740E+001, 2.1951370E+001, 3.3563313E+001, 2.1803227E+001, 2.1225584E+001, 2.2001816E+001, 2.1993124E+001, 2.1999803E+001, 2.3354414E+001
 1.2915491E+001, 2.1307678E+001, 2.1982600E+001, 2.1996342E+001, 2.2061891E+001, 2.1995563E+001, 2.3855253E+001, 2.1975894E+001, 2.1979534E+001, 2.1969358E+001, 2.1895913E+001, 2.1949469E+001, 2.2455312E+001, 2.1995399E+001, 2.1900873E+001, 2.1332607E+001, 2.1995831E+001, 2.1674285E+001, 2.2018786E+001, 2.1807154E+001, 2.1916442E+001, 2.1996429E+001, 2.0753154E+001, 3.2489265E+001, 2.1620641E+001, 2.7720401E+001, 2.1479387E+001, 3.6802628E+001, 4.3565752E+001, 2.1572235E+001, 1.2043352E+002, 2.1779129E+001, 3.5973054E+001, 2.1866093E+001, 2.1914971E+001, 2.1235305E+001, 1.5753183E+001, 2.4608731E+001, 1.0908255E+003, 2.1967521E+001, 2.1867158E+001, 2.1964834E+001, 2.1890219E+001, 2.1938128E+001, 2.1858316E+001, 2.1991214E+001, 2.1952159E+001, 2.1711829E+001, 2.2000740E+001, 2.1948140E+001, 3.3561617E+001, 2.1801279E+001, 2.0891020E+001, 2.2002241E+001, 2.1992916E+001, 2.1999912E+001, 2.3657613E+001
 1.3211584E+001, 2.1338272E+001, 2.1982403E+001, 2.1996214E+001, 2.2064249E+001, 2.1994555E+001, 2.4077815E+001, 2.1976295E+001, 2.1975764E+001, 2.1971822E+001, 2.1896177E+001, 2.1946575E+001, 2.2482690E+001, 2.1995549E+001, 2.1903734E+001, 2.1340318E+001, 2.1995845E+001, 2.1560659E+001, 2.2222512E+001, 2.1769634E+001, 2.1923918E+001, 2.2031800E+001, 2.0857156E+001, 3.4036545E+001, 2.1655039E+001, 2.7354510E+001, 2.1500213E+001, 3.2748911E+001, 4.0651661E+001, 2.1609535E+001, 1.0246093E+002, 2.1805471E+001, 3.3388309E+001, 2.1857685E+001, 2.1911311E+001, 2.1298225E+001, 1.5805192E+001, 2.4736917E+001, 1.0813629E+003, 2.1967759E+001, 2.1861242E+001, 2.1961217E+001, 2.1884959E+001, 2.1934784E+001, 2.1846927E+001, 2.1991160E+001, 2.1952059E+001, 2.1713545E+001, 2.2000733E+001, 2.1945052E+001, 3.3187687E+001, 2.1800043E+001, 2.0574305E+001, 2.2002502E+001, 2.1992994E+001, 2.2000048E+001, 2.3978183E+001
