s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_00","Temp_01","Temp_02","Temp_03","Temp_04","Temp_05","Temp_06","Temp_07","Temp_08","Temp_09","Temp_10","Temp_11","Temp_12","Temp_13","Temp_15","Temp_18","Temp_19","Temp_21","Temp_24","Temp_25","Temp_27","Temp_30","Temp_31","Temp_32","Temp_33","Temp_36","Temp_37","Temp_39","Temp_42","Temp_43","Temp_44","Temp_45","Temp_46","Temp_47","Temp_48","Temp_49","Temp_50","Temp_51","Temp_52","Temp_53","Temp_14","Temp_16","Temp_17","Temp_20","Temp_22","Temp_23","Temp_26","Temp_28","Temp_29","Temp_34","Temp_35","Temp_38","Temp_40","Temp_41","Temp_54","Temp_55"
 2.8771376E+002, 5.7014323E+001, 5.8707173E+001, 6.5143034E+001, 5.5220819E+001, 5.5513397E+001, 1.3345135E+002, 6.2076649E+001, 1.1128182E+002, 8.1217428E+001, 1.0264808E+002, 7.9816926E+001, 1.0566517E+002, 6.1245639E+001, 7.4489954E+001, 1.1278271E+002, 6.1713954E+001, 1.0902893E+002, 1.0579730E+002, 6.0682641E+001, 1.0104555E+002, 1.0298440E+002, 6.8533051E+001, 8.8530021E+001, 1.3493657E+002, 1.2734325E+002, 3.7227935E+002, 5.8624541E+002, 1.2226295E+002, 4.4058053E+002, 1.1965507E+002, 1.0907614E+002, 1.2911805E+002, 9.2496182E+001, 9.3709909E+001, 3.2066955E+002, 2.0820091E+001, 6.5615825E+001, 7.0312767E+001, 9.7692146E+001, 7.5323149E+001, 7.9843661E+001, 6.4841524E+001, 7.6560881E+001, 6.5816537E+001, 4.7370771E+001, 6.0752129E+001, 6.0311008E+001, 2.1858587E+001, 6.2624397E+001, 7.2777118E+001, 1.0177988E+002, 7.7627555E+001, 4.6601910E+001, 6.0673744E+001, 4.7604346E+001, 6.5733291E+001
 2.8801828E+002, 5.6958975E+001, 5.8694565E+001, 6.5136260E+001, 5.5153429E+001, 5.5226185E+001, 1.3253335E+002, 6.1846071E+001, 1.1152263E+002, 8.1718114E+001, 1.0067360E+002, 8.0082679E+001, 1.0575526E+002, 6.1193506E+001, 7.4656071E+001, 1.1411506E+002, 6.1629141E+001, 1.0931540E+002, 1.0438447E+002, 6.0529818E+001, 1.0119729E+002, 1.0200616E+002, 6.8682313E+001, 8.6039938E+001, 1.3556961E+002, 1.2764335E+002, 3.7163067E+002, 5.5961729E+002, 1.2096494E+002, 4.4178480E+002, 1.1667921E+002, 1.0799031E+002, 1.2902852E+002, 9.2567192E+001, 9.4310827E+001, 3.2213862E+002, 2.0840797E+001, 6.5500889E+001, 7.0123568E+001, 9.7439280E+001, 7.5319462E+001, 7.9707332E+001, 6.4578960E+001, 7.5656263E+001, 6.5865226E+001, 4.7439817E+001, 6.1054183E+001, 6.0238884E+001, 2.1860097E+001, 6.2650790E+001, 7.2542779E+001, 1.0265923E+002, 7.7174106E+001, 4.6569746E+001, 6.0543355E+001, 4.7628194E+001, 6.5591528E+001
 2.8831070E+002, 5.6899614E+001, 5.8677109E+001, 6.5122925E+001, 5.5089412E+001, 5.4942492E+001, 1.3189712E+002, 6.1601529E+001, 1.1270451E+002, 8.2172528E+001, 9.8657468E+001, 8.0399490E+001, 1.0606506E+002, 6.1169937E+001, 7.4768214E+001, 1.1515794E+002, 6.1507668E+001, 1.0989743E+002, 1.0338298E+002, 6.0428650E+001, 1.0141047E+002, 1.0117373E+002, 6.8787107E+001, 8.3555581E+001, 1.3575697E+002, 1.2764403E+002, 3.7127788E+002, 5.7720133E+002, 1.2258195E+002, 4.4229530E+002, 1.1297658E+002, 1.0661248E+002, 1.2942405E+002, 9.2674409E+001, 9.4953544E+001, 3.2256066E+002, 2.0859104E+001, 6.5356041E+001, 6.9920757E+001, 9.7255349E+001, 7.5314691E+001, 7.9630873E+001, 6.4388800E+001, 7.4904221E+001, 6.5922639E+001, 4.7515582E+001, 6.1343313E+001, 6.0184515E+001, 2.1861657E+001, 6.2647545E+001, 7.2288245E+001, 1.0297195E+002, 7.6756785E+001, 4.6536939E+001, 6.0397502E+001, 4.7656062E+001, 6.5459442E+001
 2.8862663E+002, 5.6832888E+001, 5.8652349E+001, 6.5103544E+001, 5.5019437E+001, 5.4664337E+001, 1.3229622E+002, 6.1330706E+001, 1.1427207E+002, 8.2442115E+001, 9.6663824E+001, 8.0798286E+001, 1.0643370E+002, 6.1173399E+001, 7.4670222E+001, 1.1584586E+002, 6.1352037E+001, 1.1067408E+002, 1.0277025E+002, 6.0366899E+001, 1.0170758E+002, 1.0038512E+002, 6.8843904E+001, 8.3089561E+001, 1.3533752E+002, 1.2765992E+002, 3.7192009E+002, 5.6001186E+002, 1.2741764E+002, 4.4222130E+002, 1.0912238E+002, 1.0518377E+002, 1.3053592E+002, 9.2695832E+001, 9.5665081E+001, 3.2180818E+002, 2.0875497E+001, 6.5198194E+001, 6.9706188E+001, 9.7109424E+001, 7.5297094E+001, 7.9614059E+001, 6.4249467E+001, 7.4304761E+001, 6.5988745E+001, 4.7609695E+001, 6.1651957E+001, 6.0143585E+001, 2.1863349E+001, 6.2638938E+001, 7.2004254E+001, 1.0280753E+002, 7.6361911E+001, 4.6500151E+001, 6.0246391E+001, 4.7675753E+001, 6.5332668E+001
 2.8891816E+002, 5.6757999E+001, 5.8620982E+001, 6.5081595E+001, 5.4947480E+001, 5.4385322E+001, 1.3434941E+002, 6.1041352E+001, 1.1601602E+002, 8.2477295E+001, 9.5062063E+001, 8.1262343E+001, 1.0675019E+002, 6.1200509E+001, 7.3908999E+001, 1.1614925E+002, 6.1192187E+001, 1.1145172E+002, 1.0241364E+002, 6.0358943E+001, 1.0208522E+002, 9.9649774E+001, 6.8858388E+001, 8.4004935E+001, 1.3430906E+002, 1.2765866E+002, 3.7516929E+002, 5.6334548E+002, 1.3420962E+002, 4.4161522E+002, 1.0593002E+002, 1.0408582E+002, 1.3224708E+002, 9.2645961E+001, 9.6436758E+001, 3.2041516E+002, 2.0889102E+001, 6.5033344E+001, 6.9509148E+001, 9.6968822E+001, 7.5260010E+001, 7.9645438E+001, 6.4147327E+001, 7.3857088E+001, 6.6051178E+001, 4.7722308E+001, 6.1970793E+001, 6.0116710E+001, 2.1865114E+001, 6.2635819E+001, 7.1691269E+001, 1.0222609E+002, 7.6006893E+001, 4.6461752E+001, 6.0088600E+001, 4.7686457E+001, 6.5223104E+001
 2.8920113E+002, 5.6676115E+001, 5.8584302E+001, 6.5059084E+001, 5.4880023E+001, 5.4114883E+001, 1.3678619E+002, 6.0737423E+001, 1.1754577E+002, 8.2402325E+001, 9.4322444E+001, 8.1766628E+001, 1.0703634E+002, 6.1246779E+001, 7.2325649E+001, 1.1608052E+002, 6.1037079E+001, 1.1211971E+002, 1.0231103E+002, 6.0388922E+001, 1.0270646E+002, 9.9169884E+001, 6.8836988E+001, 8.5345652E+001, 1.3264161E+002, 1.2707950E+002, 3.7774370E+002, 6.0404959E+002, 1.3700693E+002, 4.4030301E+002, 1.0373931E+002, 1.0351255E+002, 1.3423847E+002, 9.2568089E+001, 9.7299785E+001, 3.1860389E+002, 2.0900032E+001, 6.4835213E+001, 6.9338848E+001, 9.6824780E+001, 7.5201359E+001, 7.9710380E+001, 6.4073605E+001, 7.3697792E+001, 6.6101377E+001, 4.7844024E+001, 6.2262664E+001, 6.0116419E+001, 2.1866864E+001, 6.2627869E+001, 7.1379023E+001, 1.0132833E+002, 7.5682170E+001, 4.6422441E+001, 5.9936986E+001, 4.7677618E+001, 6.5139135E+001
 2.8951240E+002, 5.6580337E+001, 5.8538496E+001, 6.5032444E+001, 5.4810479E+001, 5.3860151E+001, 1.3832001E+002, 6.0398920E+001, 1.1876002E+002, 8.2204537E+001, 9.4145184E+001, 8.2287141E+001, 1.0721254E+002, 6.1322039E+001, 7.1094381E+001, 1.1566767E+002, 6.0870711E+001, 1.1269409E+002, 1.0225759E+002, 6.0394970E+001, 1.0391319E+002, 9.9198311E+001, 6.8777722E+001, 8.7493070E+001, 1.3024317E+002, 1.2577523E+002, 3.7952309E+002, 6.4108984E+002, 1.3214147E+002, 4.3772665E+002, 1.0225140E+002, 1.0349480E+002, 1.3623225E+002, 9.2501897E+001, 9.8125241E+001, 3.1646881E+002, 2.0909534E+001, 6.4598413E+001, 6.9188334E+001, 9.6672412E+001, 7.5109650E+001, 7.9801668E+001, 6.4011043E+001, 7.3703713E+001, 6.6137039E+001, 4.7974765E+001, 6.2530689E+001, 6.0141153E+001, 2.1868695E+001, 6.2608856E+001, 7.1076970E+001, 1.0022562E+002, 7.5374812E+001, 4.6379100E+001, 5.9799018E+001, 4.7640027E+001, 6.5070383E+001
 2.8982112E+002, 5.6466179E+001, 5.8479104E+001, 6.5001583E+001, 5.4739990E+001, 5.3636939E+001, 1.3823829E+002, 6.0063946E+001, 1.1966526E+002, 8.1798995E+001, 9.4513179E+001, 8.2626130E+001, 1.0721141E+002, 6.1425637E+001, 7.0374727E+001, 1.1506272E+002, 6.0704303E+001, 1.1314247E+002, 1.0240788E+002, 6.0351885E+001, 1.0553753E+002, 9.9806783E+001, 6.8698816E+001, 8.9557410E+001, 1.2847482E+002, 1.2441693E+002, 3.8104022E+002, 6.0367133E+002, 1.2270931E+002, 4.3348738E+002, 1.0136221E+002, 1.0421765E+002, 1.3758761E+002, 9.2494308E+001, 9.8652335E+001, 3.1442160E+002, 2.0917694E+001, 6.4365620E+001, 6.9051978E+001, 9.6521630E+001, 7.4982952E+001, 7.9898637E+001, 6.3976825E+001, 7.3727772E+001, 6.6157154E+001, 4.8107604E+001, 6.2790446E+001, 6.0183683E+001, 2.1870615E+001, 6.2569392E+001, 7.0791256E+001, 9.9201619E+001, 7.5110548E+001, 4.6334115E+001, 5.9670120E+001, 4.7581224E+001, 6.5010984E+001
 2.9010992E+002, 5.6339422E+001, 5.8410032E+001, 6.4968232E+001, 5.4670987E+001, 5.3488900E+001, 1.3664684E+002, 5.9759888E+001, 1.2034812E+002, 8.1244319E+001, 9.5454523E+001, 8.2664534E+001, 1.0711266E+002, 6.1536731E+001, 6.9840953E+001, 1.1445219E+002, 6.0563285E+001, 1.1334859E+002, 1.0304744E+002, 6.0294421E+001, 1.0720420E+002, 1.0086925E+002, 6.8608440E+001, 8.8729119E+001, 1.2827033E+002, 1.2308277E+002, 3.8217823E+002, 6.0402684E+002, 1.1407322E+002, 4.3037290E+002, 1.0108143E+002, 1.0565671E+002, 1.3784259E+002, 9.2537995E+001, 9.8846552E+001, 3.1305643E+002, 2.0924097E+001, 6.4140989E+001, 6.8928199E+001, 9.6392970E+001, 7.4831083E+001, 8.0030896E+001, 6.4110625E+001, 7.3731268E+001, 6.6164737E+001, 4.8233497E+001, 6.3035785E+001, 6.0230847E+001, 2.1872556E+001, 6.2514887E+001, 7.0541095E+001, 9.8472305E+001, 7.4919053E+001, 4.6290804E+001, 5.9574737E+001, 4.7506764E+001, 6.4959716E+001
 2.9041247E+002, 5.6201766E+001, 5.8342518E+001, 6.4929684E+001, 5.4602539E+001, 5.3444428E+001, 1.3435290E+002, 5.9499271E+001, 1.2080558E+002, 8.0594032E+001, 9.6742802E+001, 8.2451791E+001, 1.0689621E+002, 6.1651460E+001, 6.9475806E+001, 1.1388578E+002, 6.0455089E+001, 1.1322927E+002, 1.0416542E+002, 6.0228183E+001, 1.0888073E+002, 1.0230026E+002, 6.8472835E+001, 8.6057450E+001, 1.2918782E+002, 1.2191132E+002, 3.8338146E+002, 6.2198371E+002, 1.1940161E+002, 4.3015383E+002, 1.0121525E+002, 1.0764357E+002, 1.3722301E+002, 9.2651964E+001, 9.8955582E+001, 3.1146829E+002, 2.0929294E+001, 6.3880299E+001, 6.8806645E+001, 9.6267025E+001, 7.4637636E+001, 8.0164627E+001, 6.4435166E+001, 7.3688517E+001, 6.6166995E+001, 4.8359063E+001, 6.3262525E+001, 6.0269612E+001, 2.1874582E+001, 6.2460279E+001, 7.0317939E+001, 9.8033298E+001, 7.4793192E+001, 4.6247900E+001, 5.9518585E+001, 4.7421788E+001, 6.4916446E+001
 2.9071503E+002, 5.6052326E+001, 5.8277013E+001, 6.4882664E+001, 5.4536048E+001, 5.3494056E+001, 1.3205683E+002, 5.9303362E+001, 1.2114625E+002, 7.9874709E+001, 9.7883272E+001, 8.2097312E+001, 1.0654186E+002, 6.1769565E+001, 6.9186493E+001, 1.1351458E+002, 6.0385483E+001, 1.1267844E+002, 1.0589236E+002, 6.0155306E+001, 1.1009772E+002, 1.0410427E+002, 6.8294906E+001, 8.3212466E+001, 1.3049737E+002, 1.2097970E+002, 3.8406029E+002, 6.1554116E+002, 1.2574862E+002, 4.3197441E+002, 1.0160478E+002, 1.0999135E+002, 1.3568744E+002, 9.2872190E+001, 9.9228811E+001, 3.0980468E+002, 2.0933202E+001, 6.3609071E+001, 6.8675157E+001, 9.6163595E+001, 7.4394878E+001, 8.0196278E+001, 6.4864929E+001, 7.3619309E+001, 6.6169044E+001, 4.8487148E+001, 6.3473449E+001, 6.0299556E+001, 2.1876743E+001, 6.2402763E+001, 7.0115968E+001, 9.7843815E+001, 7.4711274E+001, 4.6203419E+001, 5.9503503E+001, 4.7330016E+001, 6.4886963E+001
 2.9101758E+002, 5.5892731E+001, 5.8209614E+001, 6.4830233E+001, 5.4471337E+001, 5.3601130E+001, 1.2960612E+002, 5.9182576E+001, 1.2144309E+002, 7.9329128E+001, 9.8716333E+001, 8.1678951E+001, 1.0599771E+002, 6.1880359E+001, 6.8909803E+001, 1.1334653E+002, 6.0368130E+001, 1.1167636E+002, 1.0805770E+002, 6.0077228E+001, 1.1023171E+002, 1.0612153E+002, 6.8098835E+001, 8.1028831E+001, 1.3119264E+002, 1.2025042E+002, 3.8294418E+002, 6.0586061E+002, 1.2713900E+002, 4.3444055E+002, 1.0200578E+002, 1.1228596E+002, 1.3310043E+002, 9.3256428E+001, 9.9515568E+001, 3.1040056E+002, 2.0936037E+001, 6.3373880E+001, 6.8536459E+001, 9.6148964E+001, 7.4127046E+001, 8.0125803E+001, 6.5300796E+001, 7.3585658E+001, 6.6166832E+001, 4.8607594E+001, 6.3672334E+001, 6.0324722E+001, 2.1878977E+001, 6.2324806E+001, 6.9931671E+001, 9.7899599E+001, 7.4670993E+001, 4.6157364E+001, 5.9537503E+001, 4.7233393E+001, 6.4879495E+001
 2.9131727E+002, 5.5726790E+001, 5.8138540E+001, 6.4770389E+001, 5.4410323E+001, 5.3721769E+001, 1.2776935E+002, 5.9134543E+001, 1.2138558E+002, 7.9037891E+001, 9.9346248E+001, 8.1209467E+001, 1.0523948E+002, 6.1975839E+001, 6.8741162E+001, 1.1328968E+002, 6.0392955E+001, 1.1030898E+002, 1.1045907E+002, 5.9996330E+001, 1.0897400E+002, 1.0803218E+002, 6.7904947E+001, 7.8974510E+001, 1.3150530E+002, 1.1970504E+002, 3.7973666E+002, 6.0582262E+002, 1.2927879E+002, 4.3740552E+002, 1.0222829E+002, 1.1377495E+002, 1.2984849E+002, 9.3807003E+001, 9.9466773E+001, 3.1348265E+002, 2.0937697E+001, 6.3191655E+001, 6.8393854E+001, 9.6248660E+001, 7.3861162E+001, 7.9949772E+001, 6.5664854E+001, 7.3622205E+001, 6.6158247E+001, 4.8735939E+001, 6.3855851E+001, 6.0340093E+001, 2.1881186E+001, 6.2241089E+001, 6.9768701E+001, 9.8200870E+001, 7.4664583E+001, 4.6110191E+001, 5.9624080E+001, 4.7135613E+001, 6.4885160E+001
 2.9160786E+002, 5.5563360E+001, 5.8065287E+001, 6.4698442E+001, 5.4355057E+001, 5.3844139E+001, 1.2709998E+002, 5.9157915E+001, 1.2103068E+002, 7.8941305E+001, 9.9906748E+001, 8.0712264E+001, 1.0441951E+002, 6.2047497E+001, 6.8653347E+001, 1.1324203E+002, 6.0430750E+001, 1.0873088E+002, 1.1292569E+002, 5.9936873E+001, 1.0684660E+002, 1.0941431E+002, 6.7729445E+001, 7.7930609E+001, 1.3178041E+002, 1.1934476E+002, 3.7551359E+002, 6.1347008E+002, 1.3220738E+002, 4.4083285E+002, 1.0238186E+002, 1.1401315E+002, 1.2708217E+002, 9.4338467E+001, 9.8801467E+001, 3.1731567E+002, 2.0938579E+001, 6.3042637E+001, 6.8258285E+001, 9.6462405E+001, 7.3619869E+001, 7.9698827E+001, 6.5881640E+001, 7.3722596E+001, 6.6151094E+001, 4.8880677E+001, 6.4004610E+001, 6.0337297E+001, 2.1883281E+001, 6.2188280E+001, 6.9637052E+001, 9.8736998E+001, 7.4718130E+001, 4.6063643E+001, 5.9763344E+001, 4.7045913E+001, 6.4893614E+001
 2.9192080E+002, 5.5392914E+001, 5.7988248E+001, 6.4610262E+001, 5.4298910E+001, 5.3952905E+001, 1.2704322E+002, 5.9239496E+001, 1.2057809E+002, 7.9009421E+001, 1.0064428E+002, 8.0226058E+001, 1.0360036E+002, 6.2105085E+001, 6.8648739E+001, 1.1312974E+002, 6.0472576E+001, 1.0696052E+002, 1.1496736E+002, 5.9917475E+001, 1.0417536E+002, 1.0977197E+002, 6.7567829E+001, 7.7763905E+001, 1.3207343E+002, 1.1907074E+002, 3.7283188E+002, 6.3263533E+002, 1.3482248E+002, 4.4475146E+002, 1.0270627E+002, 1.1294192E+002, 1.2497405E+002, 9.4740065E+001, 9.7390345E+001, 3.2089581E+002, 2.0938793E+001, 6.2896822E+001, 6.8115384E+001, 9.6887753E+001, 7.3376893E+001, 7.9396851E+001, 6.5985021E+001, 7.3904644E+001, 6.6156780E+001, 4.9054406E+001, 6.4139369E+001, 6.0314590E+001, 2.1885459E+001, 6.2185751E+001, 6.9531563E+001, 9.9518073E+001, 7.4828925E+001, 4.6015739E+001, 5.9962357E+001, 4.6962691E+001, 6.4906283E+001
 2.9221139E+002, 5.5223881E+001, 5.7906641E+001, 6.4509111E+001, 5.4245234E+001, 5.4012956E+001, 1.2817232E+002, 5.9379724E+001, 1.2024318E+002, 7.9178212E+001, 1.0176106E+002, 7.9782631E+001, 1.0292578E+002, 6.2150893E+001, 6.8539540E+001, 1.1295615E+002, 6.0543419E+001, 1.0525797E+002, 1.1647213E+002, 5.9927781E+001, 1.0138964E+002, 1.0849250E+002, 6.7387507E+001, 7.6943179E+001, 1.3196535E+002, 1.1895242E+002, 3.7168717E+002, 6.3040948E+002, 1.3647477E+002, 4.4787618E+002, 1.0327264E+002, 1.1077978E+002, 1.2348200E+002, 9.5004531E+001, 9.5803021E+001, 3.2353089E+002, 2.0938487E+001, 6.2693651E+001, 6.7983194E+001, 9.7563936E+001, 7.3128700E+001, 7.9066114E+001, 6.6024471E+001, 7.4359252E+001, 6.6170585E+001, 4.9261046E+001, 6.4257035E+001, 6.0277694E+001, 2.1887704E+001, 6.2240334E+001, 6.9426387E+001, 1.0049391E+002, 7.5010918E+001, 4.5968103E+001, 6.0188038E+001, 4.6897581E+001, 6.4922442E+001
 2.9250891E+002, 5.5058324E+001, 5.7821826E+001, 6.4398604E+001, 5.4191106E+001, 5.4018101E+001, 1.2969244E+002, 5.9555487E+001, 1.2016652E+002, 7.9396174E+001, 1.0322246E+002, 7.9412071E+001, 1.0248200E+002, 6.2185900E+001, 6.8222832E+001, 1.1273399E+002, 6.0656180E+001, 1.0391084E+002, 1.1766537E+002, 5.9960586E+001, 9.9184152E+001, 1.0608394E+002, 6.7196592E+001, 7.6272098E+001, 1.3158045E+002, 1.1920924E+002, 3.7043957E+002, 6.2813183E+002, 1.3729857E+002, 4.4815120E+002, 1.0406456E+002, 1.0815107E+002, 1.2252837E+002, 9.5085630E+001, 9.4514774E+001, 3.2479736E+002, 2.0937825E+001, 6.2481375E+001, 6.7884081E+001, 9.8519586E+001, 7.2891034E+001, 7.8736458E+001, 6.6077523E+001, 7.5215938E+001, 6.6182592E+001, 4.9446839E+001, 6.4350049E+001, 6.0235068E+001, 2.1889909E+001, 6.2301084E+001, 6.9312654E+001, 1.0150673E+002, 7.5286192E+001, 4.5922333E+001, 6.0427018E+001, 4.6848504E+001, 6.4946436E+001
 2.9280816E+002, 5.4887047E+001, 5.7734141E+001, 6.4273536E+001, 5.4126202E+001, 5.3983438E+001, 1.3095404E+002, 5.9742433E+001, 1.2042763E+002, 7.9644118E+001, 1.0486931E+002, 7.9141878E+001, 1.0225245E+002, 6.2213940E+001, 6.7865423E+001, 1.1246695E+002, 6.0801657E+001, 1.0300414E+002, 1.1852213E+002, 6.0042742E+001, 9.7456519E+001, 1.0358123E+002, 6.7034101E+001, 7.5756291E+001, 1.3154012E+002, 1.1991406E+002, 3.6830738E+002, 5.8806999E+002, 1.3676754E+002, 4.4614032E+002, 1.0512822E+002, 1.0559640E+002, 1.2204346E+002, 9.5029106E+001, 9.3583880E+001, 3.2489606E+002, 2.0936788E+001, 6.2307550E+001, 6.7814987E+001, 9.9583274E+001, 7.2680163E+001, 7.8436986E+001, 6.6232521E+001, 7.6123721E+001, 6.6177800E+001, 4.9595971E+001, 6.4415509E+001, 6.0184586E+001, 2.1892261E+001, 6.2342275E+001, 6.9204041E+001, 1.0244101E+002, 7.5639889E+001, 4.5878166E+001, 6.0679982E+001, 4.6810542E+001, 6.4994083E+001
 2.9311862E+002, 5.4704763E+001, 5.7643799E+001, 6.4136245E+001, 5.4048624E+001, 5.3929873E+001, 1.3156700E+002, 5.9905329E+001, 1.2097884E+002, 7.9860321E+001, 1.0642951E+002, 7.9025752E+001, 1.0218330E+002, 6.2235964E+001, 6.7491563E+001, 1.1209266E+002, 6.0954445E+001, 1.0258908E+002, 1.1891863E+002, 6.0170876E+001, 9.6070298E+001, 1.0139794E+002, 6.6881719E+001, 7.5953233E+001, 1.3180024E+002, 1.2112465E+002, 3.6497948E+002, 5.2194690E+002, 1.3478419E+002, 4.4404803E+002, 1.0632372E+002, 1.0362254E+002, 1.2197154E+002, 9.4869848E+001, 9.3115144E+001, 3.2437811E+002, 2.0935363E+001, 6.2154566E+001, 6.7770807E+001, 1.0053288E+002, 7.2502033E+001, 7.8210740E+001, 6.6482749E+001, 7.6610928E+001, 6.6141523E+001, 4.9700107E+001, 6.4441262E+001, 6.0111582E+001, 2.1894799E+001, 6.2369350E+001, 6.9102921E+001, 1.0324331E+002, 7.6080577E+001, 4.5836054E+001, 6.0948031E+001, 4.6782674E+001, 6.5049839E+001
 2.9340521E+002, 5.4517550E+001, 5.7559574E+001, 6.4001558E+001, 5.3963671E+001, 5.3891386E+001, 1.3132653E+002, 6.0007275E+001, 1.2158628E+002, 8.0001342E+001, 1.0784464E+002, 7.9050526E+001, 1.0223787E+002, 6.2251906E+001, 6.7151334E+001, 1.1159184E+002, 6.1086418E+001, 1.0251922E+002, 1.1882897E+002, 6.0345418E+001, 9.5156506E+001, 9.9751682E+001, 6.6733744E+001, 7.7501707E+001, 1.3215986E+002, 1.2277760E+002, 3.6162660E+002, 5.5662759E+002, 1.3254263E+002, 4.4297646E+002, 1.0733293E+002, 1.0252651E+002, 1.2241413E+002, 9.4554362E+001, 9.3397255E+001, 3.2364553E+002, 2.0933656E+001, 6.2021954E+001, 6.7755234E+001, 1.0122562E+002, 7.2350593E+001, 7.8107949E+001, 6.6767849E+001, 7.6604820E+001, 6.6079096E+001, 4.9757862E+001, 6.4433007E+001, 6.0010730E+001, 2.1897368E+001, 6.2393417E+001, 6.9010656E+001, 1.0389164E+002, 7.6524871E+001, 4.5799259E+001, 6.1221054E+001, 4.6765096E+001, 6.5114801E+001
 2.9371567E+002, 5.4333324E+001, 5.7484305E+001, 6.3881369E+001, 5.3868240E+001, 5.3872834E+001, 1.3086400E+002, 6.0050724E+001, 1.2187501E+002, 8.0028367E+001, 1.0919758E+002, 7.9062258E+001, 1.0254783E+002, 6.2262904E+001, 6.6797867E+001, 1.1104829E+002, 6.1196202E+001, 1.0256236E+002, 1.1818715E+002, 6.0577690E+001, 9.4859147E+001, 9.8992884E+001, 6.6620364E+001, 7.8286503E+001, 1.3286514E+002, 1.2473919E+002, 3.6060515E+002, 6.0571087E+002, 1.3096420E+002, 4.4317954E+002, 1.0770640E+002, 1.0251931E+002, 1.2351046E+002, 9.4119837E+001, 9.4333185E+001, 3.2256739E+002, 2.0931775E+001, 6.1885213E+001, 6.7770817E+001, 1.0170605E+002, 7.2209397E+001, 7.8192919E+001, 6.7078616E+001, 7.6272801E+001, 6.5996062E+001, 4.9762200E+001, 6.4407310E+001, 5.9882028E+001, 2.1900033E+001, 6.2418199E+001, 6.8927435E+001, 1.0432159E+002, 7.6928841E+001, 4.5766112E+001, 6.1497465E+001, 4.6755107E+001, 6.5209972E+001
 2.9401658E+002, 5.4156177E+001, 5.7417570E+001, 6.3786079E+001, 5.3761958E+001, 5.3852962E+001, 1.3100331E+002, 6.0046891E+001, 1.2185089E+002, 7.9967359E+001, 1.1040025E+002, 7.8992857E+001, 1.0310859E+002, 6.2268442E+001, 6.6428483E+001, 1.1057325E+002, 6.1284664E+001, 1.0258749E+002, 1.1722709E+002, 6.0814058E+001, 9.5141496E+001, 9.8723498E+001, 6.6508802E+001, 7.6584508E+001, 1.3394385E+002, 1.2660747E+002, 3.6121721E+002, 6.6485832E+002, 1.3033153E+002, 4.4662276E+002, 1.0682878E+002, 1.0349091E+002, 1.2525598E+002, 9.3617495E+001, 9.5352751E+001, 3.2144325E+002, 2.0929545E+001, 6.1743925E+001, 6.7806901E+001, 1.0208499E+002, 7.2089164E+001, 7.8425018E+001, 6.7370667E+001, 7.5883630E+001, 6.5902252E+001, 4.9694459E+001, 6.4372725E+001, 5.9719884E+001, 2.1902882E+001, 6.2439557E+001, 6.8815140E+001, 1.0450671E+002, 7.7310753E+001, 4.5731072E+001, 6.1788618E+001, 4.6749325E+001, 6.5320548E+001
 2.9430556E+002, 5.3988335E+001, 5.7360886E+001, 6.3721623E+001, 5.3661607E+001, 5.3804038E+001, 1.3228548E+002, 6.0005452E+001, 1.2152326E+002, 7.9913427E+001, 1.1106759E+002, 7.8883327E+001, 1.0376198E+002, 6.2268624E+001, 6.6082322E+001, 1.1032908E+002, 6.1347336E+001, 1.0255975E+002, 1.1617774E+002, 6.0992165E+001, 9.5815284E+001, 9.8513185E+001, 6.6369738E+001, 7.5089311E+001, 1.3514140E+002, 1.2735682E+002, 3.6365547E+002, 6.4845492E+002, 1.3200265E+002, 4.5169744E+002, 1.0530242E+002, 1.0492329E+002, 1.2714762E+002, 9.3085206E+001, 9.5657646E+001, 3.2025499E+002, 2.0926972E+001, 6.1599942E+001, 6.7847968E+001, 1.0242642E+002, 7.2003494E+001, 7.8761514E+001, 6.7551660E+001, 7.5660520E+001, 6.5806888E+001, 4.9569304E+001, 6.4322951E+001, 5.9547057E+001, 2.1905737E+001, 6.2456065E+001, 6.8639717E+001, 1.0444473E+002, 7.7625589E+001, 4.5694911E+001, 6.2083863E+001, 4.6735883E+001, 6.5427109E+001
