s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_00","Temp_01","Temp_02","Temp_03","Temp_04","Temp_05","Temp_06","Temp_07","Temp_08","Temp_09","Temp_10","Temp_11","Temp_12","Temp_13","Temp_15","Temp_18","Temp_19","Temp_21","Temp_24","Temp_25","Temp_27","Temp_30","Temp_31","Temp_32","Temp_33","Temp_36","Temp_37","Temp_39","Temp_42","Temp_43","Temp_44","Temp_45","Temp_46","Temp_47","Temp_48","Temp_49","Temp_50","Temp_51","Temp_52","Temp_53","Temp_14","Temp_16","Temp_17","Temp_20","Temp_22","Temp_23","Temp_26","Temp_28","Temp_29","Temp_34","Temp_35","Temp_38","Temp_40","Temp_41","Temp_54","Temp_55"
 9.9307434E+001, 7.3848032E+001, 7.2132945E+001, 6.9251272E+001, 9.1504599E+001, 7.0975366E+001, 8.6975392E+001, 9.1917526E+001, 3.4214090E+002, 1.9409347E+002, 2.4211710E+002, 1.4687391E+002, 1.5871753E+002, 7.5705342E+001, 2.5436729E+002, 2.7269178E+002, 7.9676730E+001, 3.3544065E+002, 2.8740346E+002, 1.7655797E+002, 4.0139792E+002, 4.0996546E+002, 1.7648556E+002, 6.3427580E+002, 5.9874980E+002, 5.3173170E+002, 3.7196913E+002, 6.4703852E+002, 7.9901394E+002, 4.4088425E+002, 3.8948296E+002, 1.5912354E+002, 4.9131328E+002, 1.1697896E+002, 8.8716341E+001, 2.7960468E+002, 2.1389940E+001, 1.1024395E+002, 1.6330739E+002, 4.9526295E+001, 5.3882464E+001, 8.0513846E+001, 2.8897747E+001, 8.1256868E+001, 3.3423715E+001, 3.0928283E+001, 3.4861762E+001, 7.1900970E+001, 2.1863922E+001, 7.0090666E+001, 1.4861120E+002, 5.0340978E+001, 2.1679046E+002, 4.2936951E+001, 9.6141000E+001, 4.4632702E+001, 2.5859867E+002
 9.9613548E+001, 7.2286699E+001, 7.2494777E+001, 6.9392394E+001, 9.1697364E+001, 6.9736132E+001, 8.6449198E+001, 9.1020232E+001, 3.4074533E+002, 1.9528651E+002, 2.5200710E+002, 1.4578039E+002, 1.5893988E+002, 7.6590201E+001, 2.5156353E+002, 2.7191194E+002, 8.0159078E+001, 3.3850018E+002, 2.9894309E+002, 1.7340453E+002, 4.2966752E+002, 4.0813053E+002, 1.7679311E+002, 6.5778190E+002, 5.8351761E+002, 4.9353576E+002, 3.6433864E+002, 6.3865514E+002, 7.9584407E+002, 4.4045042E+002, 3.8904083E+002, 1.5980917E+002, 4.9391321E+002, 1.1877263E+002, 9.0699107E+001, 2.7773497E+002, 2.1392102E+001, 1.1032323E+002, 1.6326241E+002, 4.9656006E+001, 5.3763973E+001, 8.1825710E+001, 2.8858043E+001, 8.1567289E+001, 3.3508910E+001, 3.1013575E+001, 3.4930869E+001, 7.1973918E+001, 2.1863712E+001, 7.0427992E+001, 1.4906143E+002, 5.0961018E+001, 2.1647540E+002, 4.3067270E+001, 9.6239572E+001, 4.4898500E+001, 2.5547018E+002
 9.9907812E+001, 7.0916039E+001, 7.2632308E+001, 6.9396302E+001, 9.1849572E+001, 6.8869930E+001, 8.6190662E+001, 9.0505969E+001, 3.3485866E+002, 1.9719596E+002, 2.5481586E+002, 1.4524633E+002, 1.5915577E+002, 7.7585444E+001, 2.5205654E+002, 2.6988924E+002, 8.1050025E+001, 3.4711794E+002, 3.1330480E+002, 1.6553957E+002, 4.2799590E+002, 4.0411459E+002, 1.7711366E+002, 6.5426598E+002, 5.5209299E+002, 4.6792888E+002, 3.5483717E+002, 6.3833620E+002, 7.9218053E+002, 4.4185469E+002, 3.9397985E+002, 1.5974428E+002, 4.8518460E+002, 1.2125656E+002, 9.2223315E+001, 2.7535402E+002, 2.1394168E+001, 1.1046744E+002, 1.6323344E+002, 4.9757113E+001, 5.3533792E+001, 8.2543586E+001, 2.8833043E+001, 8.1734933E+001, 3.3600216E+001, 3.1095090E+001, 3.5001117E+001, 7.2000019E+001, 2.1863528E+001, 7.0720932E+001, 1.4951711E+002, 5.1476459E+001, 2.1626040E+002, 4.3157206E+001, 9.6369896E+001, 4.5121543E+001, 2.5281573E+002
 1.0021238E+002, 6.9627639E+001, 7.2511642E+001, 6.9263373E+001, 9.2009932E+001, 6.8533050E+001, 8.6139156E+001, 9.0245187E+001, 3.2952139E+002, 1.9866777E+002, 2.5515503E+002, 1.4519005E+002, 1.5930029E+002, 7.8619248E+001, 2.5074192E+002, 2.6716879E+002, 8.2318618E+001, 3.4748225E+002, 3.2410139E+002, 1.5691251E+002, 4.1087621E+002, 3.9931825E+002, 1.7719765E+002, 6.3006747E+002, 5.2852357E+002, 4.8396001E+002, 3.4980283E+002, 6.4851244E+002, 7.8935949E+002, 4.4623591E+002, 4.0315424E+002, 1.5669057E+002, 4.6698652E+002, 1.2467481E+002, 9.3173774E+001, 2.7402412E+002, 2.1396167E+001, 1.1065378E+002, 1.6346445E+002, 4.9829124E+001, 5.3267093E+001, 8.2562512E+001, 2.8829093E+001, 8.1628471E+001, 3.3702842E+001, 3.1172383E+001, 3.5071207E+001, 7.2061134E+001, 2.1863352E+001, 7.0973447E+001, 1.4995718E+002, 5.1797511E+001, 2.1631858E+002, 4.3217347E+001, 9.6538315E+001, 4.5323645E+001, 2.5036238E+002
 1.0050269E+002, 6.8199511E+001, 7.2159721E+001, 6.9002482E+001, 9.2198442E+001, 6.8739575E+001, 8.6150450E+001, 9.0249786E+001, 3.3017855E+002, 1.9987903E+002, 2.5220289E+002, 1.4542114E+002, 1.5963458E+002, 7.9578002E+001, 2.4214687E+002, 2.6370980E+002, 8.3574212E+001, 3.4141889E+002, 3.3248541E+002, 1.5093469E+002, 3.9328786E+002, 3.9580989E+002, 1.7720023E+002, 5.9537267E+002, 5.2950672E+002, 5.3356751E+002, 3.5017015E+002, 6.5306535E+002, 7.9254415E+002, 4.5342120E+002, 4.1036918E+002, 1.5276333E+002, 4.4242890E+002, 1.2874478E+002, 9.3530831E+001, 2.7468474E+002, 2.1398069E+001, 1.1082594E+002, 1.6526701E+002, 4.9876853E+001, 5.3042988E+001, 8.2172915E+001, 2.8849972E+001, 8.1045103E+001, 3.3818873E+001, 3.1244002E+001, 3.5146301E+001, 7.2201278E+001, 2.1863178E+001, 7.1176659E+001, 1.5030772E+002, 5.1912336E+001, 2.1659532E+002, 4.3261763E+001, 9.6748692E+001, 4.5494603E+001, 2.4941474E+002
 1.0080893E+002, 6.6721411E+001, 7.1715660E+001, 6.8603091E+001, 9.2378861E+001, 6.9456381E+001, 8.6208870E+001, 9.0739089E+001, 3.3517003E+002, 2.0143044E+002, 2.4719655E+002, 1.4579603E+002, 1.6016916E+002, 8.0466303E+001, 2.3223001E+002, 2.5989030E+002, 8.4453772E+001, 3.3520365E+002, 3.4146310E+002, 1.5049322E+002, 3.9383124E+002, 3.9412699E+002, 1.7719367E+002, 5.6215150E+002, 5.5018886E+002, 5.3677089E+002, 3.5585505E+002, 6.5627131E+002, 7.9534013E+002, 4.6286305E+002, 4.1853971E+002, 1.4889535E+002, 4.2605350E+002, 1.3189655E+002, 9.3430904E+001, 2.7752151E+002, 2.1399957E+001, 1.1104467E+002, 1.6882968E+002, 4.9915459E+001, 5.2869259E+001, 8.1529749E+001, 2.8900394E+001, 8.0164706E+001, 3.3948028E+001, 3.1311089E+001, 3.5224817E+001, 7.2469031E+001, 2.1863005E+001, 7.1331473E+001, 1.5060090E+002, 5.1899327E+001, 2.1686014E+002, 4.3335184E+001, 9.6986430E+001, 4.5648850E+001, 2.4978641E+002
 1.0111481E+002, 6.5383714E+001, 7.1373397E+001, 6.8105806E+001, 9.2526166E+001, 7.0656070E+001, 8.6273706E+001, 9.1611844E+001, 3.4131233E+002, 2.0193740E+002, 2.4226508E+002, 1.4605712E+002, 1.6062073E+002, 8.1065007E+001, 2.2403740E+002, 2.5586642E+002, 8.4973075E+001, 3.2974333E+002, 3.5165974E+002, 1.5410608E+002, 4.0086821E+002, 3.9358526E+002, 1.7727187E+002, 5.2013464E+002, 5.9429601E+002, 4.9844804E+002, 3.6504598E+002, 6.4990392E+002, 8.0735023E+002, 4.7263071E+002, 4.2630585E+002, 1.4547733E+002, 4.2224659E+002, 1.3236244E+002, 9.3072037E+001, 2.8213987E+002, 2.1401880E+001, 1.1137104E+002, 1.7252120E+002, 4.9951405E+001, 5.2747887E+001, 8.0791644E+001, 2.8992560E+001, 7.9121779E+001, 3.4086972E+001, 3.1374751E+001, 3.5303757E+001, 7.2771212E+001, 2.1862825E+001, 7.1475224E+001, 1.5089582E+002, 5.1801031E+001, 2.1697463E+002, 4.3452145E+001, 9.7222763E+001, 4.5761383E+001, 2.5072891E+002
 1.0140224E+002, 6.4519323E+001, 7.1329920E+001, 6.7583855E+001, 9.2617192E+001, 7.2238676E+001, 8.6372726E+001, 9.2623399E+001, 3.4328732E+002, 2.0154506E+002, 2.3613398E+002, 1.4619253E+002, 1.6086664E+002, 8.1223151E+001, 2.2046175E+002, 2.5193387E+002, 8.5382286E+001, 3.2648998E+002, 3.5989727E+002, 1.5778576E+002, 3.9545067E+002, 3.9441966E+002, 1.7746977E+002, 4.8427651E+002, 6.1905205E+002, 4.7644822E+002, 3.7337717E+002, 6.4328067E+002, 7.9616187E+002, 4.7749256E+002, 4.3338374E+002, 1.4330784E+002, 4.2641889E+002, 1.3159510E+002, 9.2573392E+001, 2.8670181E+002, 2.1403685E+001, 1.1175483E+002, 1.7509721E+002, 4.9989858E+001, 5.2719900E+001, 8.0119507E+001, 2.9128303E+001, 7.8227418E+001, 3.4229163E+001, 3.1427496E+001, 3.5383595E+001, 7.3055265E+001, 2.1862661E+001, 7.1665964E+001, 1.5112825E+002, 5.1604912E+001, 2.1686635E+002, 4.3573614E+001, 9.7413538E+001, 4.5821602E+001, 2.5094888E+002
 1.0170763E+002, 6.4136601E+001, 7.1494814E+001, 6.7029438E+001, 9.2728738E+001, 7.4276319E+001, 8.6638281E+001, 9.3626729E+001, 3.4128015E+002, 2.0097836E+002, 2.3049165E+002, 1.4627972E+002, 1.6105609E+002, 8.1093024E+001, 2.2128895E+002, 2.4865993E+002, 8.5738939E+001, 3.2661821E+002, 3.6568658E+002, 1.5897588E+002, 3.8865155E+002, 3.9530973E+002, 1.7760779E+002, 4.8092666E+002, 6.1701907E+002, 4.8852411E+002, 3.7720410E+002, 6.4670465E+002, 7.8304013E+002, 4.7735211E+002, 4.3323092E+002, 1.4241742E+002, 4.2829672E+002, 1.3192356E+002, 9.2108188E+001, 2.8999085E+002, 2.1405435E+001, 1.1219759E+002, 1.7569594E+002, 5.0042052E+001, 5.2815536E+001, 7.9697768E+001, 2.9307330E+001, 7.7474231E+001, 3.4382819E+001, 3.1470697E+001, 3.5469714E+001, 7.3237650E+001, 2.1862501E+001, 7.1958435E+001, 1.5131977E+002, 5.1274159E+001, 2.1654009E+002, 4.3673704E+001, 9.7554616E+001, 4.5856878E+001, 2.4989037E+002
 1.0201418E+002, 6.4229349E+001, 7.1742735E+001, 6.6434156E+001, 9.2932831E+001, 7.6703290E+001, 8.7028223E+001, 9.4549988E+001, 3.3836176E+002, 2.0059815E+002, 2.2556291E+002, 1.4640588E+002, 1.6100893E+002, 8.0836499E+001, 2.2435562E+002, 2.4622137E+002, 8.6198104E+001, 3.2764917E+002, 3.6989416E+002, 1.5785572E+002, 3.7760825E+002, 3.9727156E+002, 1.7764399E+002, 4.7383849E+002, 5.9721332E+002, 5.2111089E+002, 3.7802206E+002, 6.5325577E+002, 7.7242497E+002, 4.7412366E+002, 4.2479205E+002, 1.4195152E+002, 4.2249439E+002, 1.3542989E+002, 9.1992854E+001, 2.9173402E+002, 2.1407168E+001, 1.1275748E+002, 1.7363881E+002, 5.0111917E+001, 5.3031212E+001, 7.9501345E+001, 2.9508761E+001, 7.6896131E+001, 3.4549140E+001, 3.1509540E+001, 3.5564287E+001, 7.3323017E+001, 2.1862338E+001, 7.2368548E+001, 1.5143630E+002, 5.0844712E+001, 2.1590309E+002, 4.3792337E+001, 9.7654718E+001, 4.5911212E+001, 2.4770652E+002
 1.0231145E+002, 6.4694856E+001, 7.2044557E+001, 6.5801805E+001, 9.3159978E+001, 7.9246854E+001, 8.7482202E+001, 9.5490723E+001, 3.3468302E+002, 2.0037882E+002, 2.2267378E+002, 1.4646514E+002, 1.6051220E+002, 8.0540685E+001, 2.3183611E+002, 2.4786395E+002, 8.6918680E+001, 3.2673650E+002, 3.7390438E+002, 1.5597359E+002, 3.6227325E+002, 4.0059986E+002, 1.7758484E+002, 4.8861794E+002, 5.8645899E+002, 5.5322634E+002, 3.7725587E+002, 6.5529521E+002, 7.6431407E+002, 4.6931162E+002, 4.1590763E+002, 1.4254232E+002, 4.1222512E+002, 1.4189275E+002, 9.2174524E+001, 2.9219764E+002, 2.1408831E+001, 1.1345670E+002, 1.7063661E+002, 5.0197444E+001, 5.3342520E+001, 7.9449328E+001, 2.9704021E+001, 7.6853049E+001, 3.4727619E+001, 3.1544430E+001, 3.5661969E+001, 7.3345378E+001, 2.1862179E+001, 7.2857860E+001, 1.5151873E+002, 5.0434309E+001, 2.1502206E+002, 4.3922410E+001, 9.7721250E+001, 4.5981684E+001, 2.4584504E+002
 1.0261599E+002, 6.5602842E+001, 7.2356170E+001, 6.5169311E+001, 9.3376965E+001, 8.1745877E+001, 8.8021931E+001, 9.6435504E+001, 3.2880586E+002, 1.9877135E+002, 2.2119748E+002, 1.4635167E+002, 1.5979653E+002, 8.0313174E+001, 2.4333293E+002, 2.5460968E+002, 8.7884105E+001, 3.1964390E+002, 3.7580921E+002, 1.5641496E+002, 3.5326920E+002, 4.0426215E+002, 1.7737763E+002, 5.4059519E+002, 5.8601861E+002, 5.8219542E+002, 3.7581946E+002, 6.5286944E+002, 7.5600440E+002, 4.6438514E+002, 4.1265292E+002, 1.4596508E+002, 3.9802110E+002, 1.4925865E+002, 9.2533251E+001, 2.9209350E+002, 2.1410435E+001, 1.1422933E+002, 1.6787297E+002, 5.0312519E+001, 5.3722422E+001, 7.9441855E+001, 2.9872076E+001, 7.7441763E+001, 3.4923048E+001, 3.1583143E+001, 3.5763746E+001, 7.3362325E+001, 2.1862025E+001, 7.3423878E+001, 1.5168418E+002, 5.0199933E+001, 2.1396195E+002, 4.4059890E+001, 9.7777206E+001, 4.6060152E+001, 2.4449534E+002
 1.0291901E+002, 6.7030464E+001, 7.2718671E+001, 6.4628907E+001, 9.3564900E+001, 8.4079842E+001, 8.8745857E+001, 9.7151816E+001, 3.2512007E+002, 1.9519942E+002, 2.2073977E+002, 1.4607999E+002, 1.5902657E+002, 8.0248643E+001, 2.5234981E+002, 2.6229151E+002, 8.9026319E+001, 3.1033077E+002, 3.7414253E+002, 1.6015617E+002, 3.4638493E+002, 4.0764834E+002, 1.7710832E+002, 5.8889400E+002, 5.9600171E+002, 6.2303038E+002, 3.7350824E+002, 6.4598081E+002, 7.4775770E+002, 4.5824543E+002, 4.1266255E+002, 1.5183845E+002, 3.8853216E+002, 1.5550830E+002, 9.3387570E+001, 2.9178035E+002, 2.1412047E+001, 1.1499605E+002, 1.6569649E+002, 5.0481792E+001, 5.4165108E+001, 7.9219791E+001, 2.9991622E+001, 7.8163015E+001, 3.5134538E+001, 3.1627603E+001, 3.5871255E+001, 7.3445030E+001, 2.1861876E+001, 7.4080322E+001, 1.5191159E+002, 5.0189766E+001, 2.1282799E+002, 4.4213005E+001, 9.7831764E+001, 4.6113114E+001, 2.4345716E+002
 1.0321361E+002, 6.8812263E+001, 7.3241069E+001, 6.4271133E+001, 9.3733161E+001, 8.6078863E+001, 9.0192603E+001, 9.7680020E+001, 3.2716883E+002, 1.9155081E+002, 2.2086111E+002, 1.4559729E+002, 1.5838139E+002, 8.0359328E+001, 2.5708592E+002, 2.6916911E+002, 9.0123673E+001, 3.0414454E+002, 3.6952737E+002, 1.6590035E+002, 3.5060151E+002, 4.1112545E+002, 1.7681763E+002, 6.2103918E+002, 6.1882931E+002, 6.6033692E+002, 3.6943603E+002, 6.4648505E+002, 7.4046925E+002, 4.5018774E+002, 4.1581208E+002, 1.5746958E+002, 3.9295360E+002, 1.6066733E+002, 9.4490264E+001, 2.9227005E+002, 2.1413618E+001, 1.1574196E+002, 1.6443181E+002, 5.0719334E+001, 5.4630841E+001, 7.8837808E+001, 3.0074862E+001, 7.8618236E+001, 3.5346616E+001, 3.1671657E+001, 3.5981406E+001, 7.3561551E+001, 2.1861732E+001, 7.4806150E+001, 1.5209770E+002, 5.0327982E+001, 2.1160285E+002, 4.4374591E+001, 9.7899005E+001, 4.6106042E+001, 2.4242970E+002
 1.0350944E+002, 7.0676595E+001, 7.3881003E+001, 6.4110049E+001, 9.3906907E+001, 8.7609116E+001, 9.2306490E+001, 9.7955632E+001, 3.3418781E+002, 1.8906224E+002, 2.2092214E+002, 1.4489933E+002, 1.5776389E+002, 8.0599499E+001, 2.6017215E+002, 2.7400358E+002, 9.1139005E+001, 3.0086784E+002, 3.6307821E+002, 1.7138719E+002, 3.6212673E+002, 4.1344267E+002, 1.7654741E+002, 6.3489829E+002, 6.4656214E+002, 6.8201253E+002, 3.6527890E+002, 6.5549406E+002, 7.3303366E+002, 4.4132553E+002, 4.2212024E+002, 1.6105442E+002, 4.0576523E+002, 1.6484693E+002, 9.5481896E+001, 2.9289029E+002, 2.1415049E+001, 1.1651707E+002, 1.6399978E+002, 5.1013819E+001, 5.5061579E+001, 7.8411835E+001, 3.0128165E+001, 7.8720574E+001, 3.5542023E+001, 3.1715224E+001, 3.6091980E+001, 7.3842053E+001, 2.1861597E+001, 7.5544462E+001, 1.5227295E+002, 5.0459182E+001, 2.1024482E+002, 4.4527349E+001, 9.7995507E+001, 4.6048635E+001, 2.4141329E+002
 1.0380034E+002, 7.2434069E+001, 7.4472707E+001, 6.4212479E+001, 9.4115704E+001, 8.8685734E+001, 9.3662905E+001, 9.7889306E+001, 3.4214159E+002, 1.8714625E+002, 2.2024823E+002, 1.4430926E+002, 1.5712663E+002, 8.0918016E+001, 2.6018705E+002, 2.7827114E+002, 9.2090567E+001, 2.9633648E+002, 3.5569367E+002, 1.7647052E+002, 3.6547592E+002, 4.1370756E+002, 1.7644921E+002, 6.3134205E+002, 6.5700363E+002, 7.0630130E+002, 3.6354620E+002, 6.5663241E+002, 7.2815305E+002, 4.3443603E+002, 4.3337589E+002, 1.6233607E+002, 4.2498167E+002, 1.6711718E+002, 9.6552555E+001, 2.9382180E+002, 2.1416345E+001, 1.1738184E+002, 1.6427893E+002, 5.1358577E+001, 5.5446821E+001, 7.8001045E+001, 3.0151948E+001, 7.8371748E+001, 3.5722407E+001, 3.1762978E+001, 3.6206146E+001, 7.4315505E+001, 2.1861462E+001, 7.6041982E+001, 1.5244571E+002, 5.0507056E+001, 2.0890001E+002, 4.4665880E+001, 9.8136709E+001, 4.6009218E+001, 2.4052305E+002
 1.0411340E+002, 7.3919195E+001, 7.4986608E+001, 6.4645060E+001, 9.4439217E+001, 8.9356581E+001, 9.3869234E+001, 9.7433539E+001, 3.4580290E+002, 1.8477480E+002, 2.2126147E+002, 1.4383033E+002, 1.5649216E+002, 8.1322292E+001, 2.5683198E+002, 2.8066261E+002, 9.3055584E+001, 2.9155131E+002, 3.5001380E+002, 1.8183480E+002, 3.6856885E+002, 4.1267569E+002, 1.7664442E+002, 6.1379139E+002, 6.6874053E+002, 7.1569188E+002, 3.6537486E+002, 6.5761750E+002, 7.2865746E+002, 4.3213763E+002, 4.4631652E+002, 1.6113182E+002, 4.4705582E+002, 1.6744589E+002, 9.7897242E+001, 2.9485218E+002, 2.1417593E+001, 1.1839604E+002, 1.6548634E+002, 5.1750239E+001, 5.5766757E+001, 7.7775265E+001, 3.0142128E+001, 7.7994031E+001, 3.5875724E+001, 3.1814347E+001, 3.6333998E+001, 7.4969274E+001, 2.1861335E+001, 7.6357275E+001, 1.5259597E+002, 5.0474199E+001, 2.0756464E+002, 4.4793088E+001, 9.8327164E+001, 4.6021570E+001, 2.3992442E+002
 1.0440599E+002, 7.5019942E+001, 7.5452316E+001, 6.5378531E+001, 9.4890241E+001, 8.9650058E+001, 9.3706209E+001, 9.6622121E+001, 3.4474547E+002, 1.8181989E+002, 2.2381909E+002, 1.4326823E+002, 1.5616346E+002, 8.1883023E+001, 2.5349927E+002, 2.7862776E+002, 9.4091697E+001, 2.8960828E+002, 3.4969158E+002, 1.8693145E+002, 3.6336823E+002, 4.1064435E+002, 1.7707150E+002, 5.8360027E+002, 7.0028338E+002, 7.1433729E+002, 3.6754092E+002, 6.5330962E+002, 7.3319323E+002, 4.3812011E+002, 4.5434504E+002, 1.5898937E+002, 4.6733288E+002, 1.6719431E+002, 9.9524951E+001, 2.9567909E+002, 2.1418776E+001, 1.1953172E+002, 1.6777817E+002, 5.2113644E+001, 5.5979723E+001, 7.7840953E+001, 3.0097717E+001, 7.7741565E+001, 3.6005955E+001, 3.1861481E+001, 3.6472812E+001, 7.5724703E+001, 2.1861215E+001, 7.6173077E+001, 1.5264798E+002, 5.0381135E+001, 2.0626383E+002, 4.4929796E+001, 9.8551686E+001, 4.6084348E+001, 2.4012184E+002
 1.0471140E+002, 7.5687084E+001, 7.5946598E+001, 6.6333946E+001, 9.5352171E+001, 8.9490766E+001, 9.3262488E+001, 9.5745551E+001, 3.4271550E+002, 1.7875317E+002, 2.2308595E+002, 1.4263584E+002, 1.5638041E+002, 8.2636499E+001, 2.4936428E+002, 2.7343602E+002, 9.5046896E+001, 2.9255484E+002, 3.5520084E+002, 1.9237915E+002, 3.7004411E+002, 4.0908705E+002, 1.7764493E+002, 5.6254566E+002, 7.0033349E+002, 7.1049318E+002, 3.6690881E+002, 6.3496303E+002, 7.3827574E+002, 4.4982775E+002, 4.6250843E+002, 1.5660709E+002, 4.7986936E+002, 1.6480758E+002, 1.0163542E+002, 2.9638510E+002, 2.1419860E+001, 1.2067367E+002, 1.7085614E+002, 5.2410108E+001, 5.6064813E+001, 7.8238503E+001, 3.0033297E+001, 7.7504589E+001, 3.6085947E+001, 3.1903416E+001, 3.6617874E+001, 7.6502089E+001, 2.1861085E+001, 7.5052466E+001, 1.5260579E+002, 5.0284133E+001, 2.0500488E+002, 4.5096423E+001, 9.8798281E+001, 4.6181093E+001, 2.4129327E+002
 1.0501681E+002, 7.6063697E+001, 7.6483907E+001, 6.7512106E+001, 9.5696423E+001, 8.8866017E+001, 9.2799185E+001, 9.4839066E+001, 3.4063843E+002, 1.7579562E+002, 2.1789762E+002, 1.4189777E+002, 1.5702083E+002, 8.3589951E+001, 2.5046895E+002, 2.6826398E+002, 9.5776349E+001, 2.9733984E+002, 3.6096293E+002, 1.9617653E+002, 3.7545734E+002, 4.0831456E+002, 1.7833661E+002, 5.3359038E+002, 6.2714581E+002, 7.0901054E+002, 3.6410340E+002, 6.3863554E+002, 7.4209641E+002, 4.5693298E+002, 4.6622356E+002, 1.5531224E+002, 4.7924091E+002, 1.6106570E+002, 1.0389324E+002, 2.9744982E+002, 2.1420901E+001, 1.2171774E+002, 1.7437850E+002, 5.2636211E+001, 5.6067651E+001, 7.8924677E+001, 2.9967634E+001, 7.7704847E+001, 3.6139820E+001, 3.1943514E+001, 3.6777756E+001, 7.6783513E+001, 2.1860947E+001, 7.4242244E+001, 1.5247930E+002, 5.0199856E+001, 2.0375281E+002, 4.5278850E+001, 9.9027724E+001, 4.6300228E+001, 2.4329261E+002
 1.0530871E+002, 7.6267551E+001, 7.7061552E+001, 6.8846220E+001, 9.5915595E+001, 8.7910353E+001, 9.2340470E+001, 9.3921155E+001, 3.3712054E+002, 1.7344557E+002, 2.1872789E+002, 1.4131056E+002, 1.5783386E+002, 8.4698071E+001, 2.4966828E+002, 2.6456168E+002, 9.6186473E+001, 3.0055639E+002, 3.6390246E+002, 1.9844465E+002, 3.7281393E+002, 4.0821928E+002, 1.7906206E+002, 5.0912253E+002, 5.9404113E+002, 7.0903167E+002, 3.6184223E+002, 6.4338347E+002, 7.4785477E+002, 4.5282340E+002, 4.6531083E+002, 1.5393745E+002, 4.5636031E+002, 1.5840527E+002, 1.0526063E+002, 2.9861187E+002, 2.1421929E+001, 1.2255649E+002, 1.7798840E+002, 5.2782498E+001, 5.6074077E+001, 7.9866071E+001, 2.9917468E+001, 7.8231822E+001, 3.6179303E+001, 3.1973078E+001, 3.6952787E+001, 7.6484513E+001, 2.1860809E+001, 7.3767554E+001, 1.5230483E+002, 5.0121585E+001, 2.0257150E+002, 4.5443042E+001, 9.9210032E+001, 4.6434151E+001, 2.4510068E+002
 1.0561398E+002, 7.6271378E+001, 7.7618548E+001, 7.0356980E+001, 9.6108268E+001, 8.6756983E+001, 9.1643535E+001, 9.3374953E+001, 3.3251402E+002, 1.7165119E+002, 2.2619590E+002, 1.4087616E+002, 1.5844295E+002, 8.5915369E+001, 2.4485189E+002, 2.6203148E+002, 9.6360393E+001, 3.0209694E+002, 3.6638169E+002, 1.9927449E+002, 3.6368983E+002, 4.0748711E+002, 1.7969688E+002, 4.6585002E+002, 5.9811901E+002, 7.1019309E+002, 3.5924566E+002, 6.4672528E+002, 7.4991774E+002, 4.4184589E+002, 4.6354532E+002, 1.5185065E+002, 4.2732323E+002, 1.5556474E+002, 1.0502320E+002, 2.9875951E+002, 2.1422993E+001, 1.2318714E+002, 1.8105380E+002, 5.2862518E+001, 5.6118636E+001, 8.1048777E+001, 2.9890807E+001, 7.8690669E+001, 3.6217993E+001, 3.1981605E+001, 3.7142034E+001, 7.5909263E+001, 2.1860686E+001, 7.3514887E+001, 1.5201273E+002, 5.0042637E+001, 2.0144200E+002, 4.5592317E+001, 9.9354408E+001, 4.6582393E+001, 2.4613835E+002
 1.0591111E+002, 7.6095076E+001, 7.8103870E+001, 7.2049456E+001, 9.6141999E+001, 8.5608203E+001, 9.0952525E+001, 9.3293480E+001, 3.2706843E+002, 1.7044158E+002, 2.2913023E+002, 1.4054625E+002, 1.5866116E+002, 8.7139827E+001, 2.3920362E+002, 2.5876474E+002, 9.6403544E+001, 3.0336034E+002, 3.7017665E+002, 1.9861522E+002, 3.5194824E+002, 4.0351633E+002, 1.8017234E+002, 4.2916500E+002, 6.6166729E+002, 6.9672366E+002, 3.5575629E+002, 6.5370177E+002, 7.3286462E+002, 4.2882662E+002, 4.6233919E+002, 1.4931110E+002, 4.2517236E+002, 1.5118759E+002, 1.0302513E+002, 2.9697732E+002, 2.1424095E+001, 1.2361598E+002, 1.8282433E+002, 5.2893523E+001, 5.6239137E+001, 8.2501723E+001, 2.9891909E+001, 7.8824078E+001, 3.6257877E+001, 3.1992811E+001, 3.7347815E+001, 7.5285582E+001, 2.1860582E+001, 7.3387525E+001, 1.5156472E+002, 5.0026347E+001, 2.0032940E+002, 4.5748311E+001, 9.9473723E+001, 4.6805948E+001, 2.4664365E+002
